UniqueCount	AmbigCount
0	0
3	1981
9	1982
0	1977
0	1987
0	1717
0	1952
0	1947
3	1944
0	1977
0	1971
0	1948
0	0
0	0
0	3
0	3
0	3
0	3
0	3
0	3
0	2
0	3
0	0
0	0
0	0
0	270
0	243
0	251
0	270
0	278
2	19
0	19
0	1389
236	1389
43	1391
17	1391
42	1389
16	0
22	37
0	37
338	0
24	476
374	476
480	0
0	5252
48	268
13	4351
0	5252
42	4653
2	4965
0	5261
0	4710
0	5573
0	5018
18	5250
1	3823
0	274
1	365
0	370
0	170
40	170
54	3546
0	3590
34	3529
20	3426
7	3348
7	3628
10	3601
23	3521
17	3242
0	3593
0	3356
0	3391
0	3154
17	0
0	547
0	654
7	606
0	0
0	0
0	19
0	1070
0	1070
0	1048
0	406
10	319
0	412
416	0
1	7
0	7
48	0
0	501
0	501
0	402
9	274
135	366
0	370
0	501
0	401
0	401
287	2
0	788
98	788
0	788
0	1314
3	1362
0	793
0	1281
0	1327
234	0
0	1
0	1
0	345
0	345
8	345
0	1590
0	1710
1	1703
4	1719
0	1720
2	1712
0	0
6	0
0	0
0	0
0	0
0	0
33	0
0	186
0	186
1	185
0	185
10	185
8	1
0	0
0	1
0	0
170	0
0	150
38	150
0	364
3	341
2	341
6	364
208	0
26	192
0	192
1	192
68	219
0	218
0	218
0	195
5	0
0	0
0	6
0	6
220	0
59	737
0	723
3190	2
0	810
0	1618
4	1527
44	1527
0	259
0	247
0	266
0	0
0	0
0	236
0	231
0	243
0	0
1	0
0	0
0	0
0	0
0	0
12	355
1	355
1	352
7	0
4	0
0	0
0	0
0	1
0	1
196	0
384	1082
0	1082
817	0
92	0
0	41923
148	41927
206	0
25	0
12	0
0	507
3	507
0	0
113	2896
2	2888
0	2398
0	2518
1	2510
2703	794
0	794
0	33
0	34
0	34
0	364
9	368
698	0
0	872
6	884
7	862
0	862
72	822
0	7
0	884
0	1
0	0
2	889
0	889
29	1344
11	1948
0	2309
10	1942
3056	2
154	626
368	0
2	312
0	626
7	626
10	438
99	438
8550	4
0	3
0	3
0	3
0	3
451	0
388	4
0	669
9	669
877	2
0	225
62	225
14	197
0	203
73	203
1	0
0	1
0	2
0	2
0	0
0	0
32	44
2	44
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	39
0	39
0	39
0	6
0	39
0	33
0	39
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
2	0
0	0
206	0
215	0
5	70
0	70
0	92
11	92
0	0
143	0
171	0
24	1951
76	1948
0	2686
22	2308
246	0
0	223
1	366
0	368
0	383
0	2104
0	2536
0	2675
0	2234
22	1183
7	0
3	285
0	285
11	3529
0	3529
0	0
0	0
0	0
1	0
0	0
0	0
0	0
15	1371
3	1371
79	1371
0	0
499	0
0	767
0	804
501	793
12	756
0	1
2	0
0	1
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	2
0	0
0	0
0	0
0	0
303	151
0	151
352	0
154	688
94	692
1	19
0	19
20	568
0	566
7	0
186	0
1	3679
300	3679
39	3341
1099	0
1	0
0	0
0	0
17	7
11368	762
118	0
365	0
780	0
1	3677
2	3677
263	3670
224	0
19	616
133	616
1	59
0	59
1	58
178	0
151	2
0	738
0	738
0	738
53	0
1320	0
0	1078
21	1078
3	616
0	639
0	644
4	611
13	617
72	0
165	0
0	68
0	68
0	74
4	63
0	0
0	0
0	0
0	1
0	1
0	2
0	2
0	0
0	0
0	0
0	0
0	9
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	13
0	13
0	13
0	1
0	0
0	1
0	20
0	45
0	45
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	80
1	0
26	80
0	0
0	0
0	0
0	0
0	2
0	2
0	2
0	2
0	0
0	2
0	2
0	2
1	0
197	0
79	0
4	1376
0	1376
0	1204
4	14
0	14
0	0
0	177
1	177
0	183
662	226
1	114
0	168
178	1790
236	1790
6036	46
788	2
0	309
7	309
0	454
0	405
0	367
52	3208
19	3139
177	1555
365	19162
0	19106
3	19154
0	19154
0	19154
20	16424
0	182
12	182
579	0
1	91
0	91
0	30
7	30
172	0
0	0
0	0
8	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	391
0	429
0	503
7	484
0	474
14	514
0	513
0	498
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1250
0	1250
334	0
116	0
375	0
0	1017
163	1017
265	0
4	0
0	0
0	0
0	0
2	0
0	0
2	0
1	1
0	1
0	0
0	0
0	12
0	12
0	0
0	0
0	12
0	0
0	0
0	12
0	12
0	12
0	12
0	0
1	0
1	0
0	1134
0	1575
19	1575
2	1120
0	1561
16	0
11	23
2	23
0	0
1	16
0	16
0	11
0	0
0	0
0	0
0	0
423	870
0	866
0	5127
1117	5129
28	812
0	787
47	800
1	331
0	331
681	6
1	328
14	394
1	394
9	0
9	1168
0	1208
0	1215
8	963
0	694
5	0
1	0
0	0
6	0
20	568
83	601
0	406
3	439
25	0
0	0
0	0
0	0
0	0
3	0
0	0
13	83
0	83
0	997
0	698
3	997
16	0
21	34
0	34
0	201
0	201
453	0
17	376
5	376
0	376
1	303
87	0
8	1317
0	1074
0	1317
25	0
247	1388
0	1388
0	1388
1	0
0	0
0	0
0	0
0	43
6	43
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
4	24
5	22
0	20
0	1
0	1
4	2023
5	2023
0	1441
6	1442
11	1442
50	1441
1	1168
25	1168
1	1441
0	351
1	357
0	354
0	354
0	1
0	1
20	3650
6	3650
135	3650
21	0
3	0
0	158
0	178
0	155
1	175
0	285
20	285
15	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	53
14	53
0	0
0	0
0	9
0	9
0	9
0	9
0	0
0	0
0	0
34	620
0	620
0	86
0	217
0	302
0	302
0	0
0	0
0	0
0	0
0	0
0	0
1	5
0	5
0	0
0	48
0	48
0	9
0	9
5	0
65	438
0	438
0	438
0	754
68	754
8	836
0	836
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
16	0
0	0
0	851
1	870
11	882
8	886
0	884
0	881
0	869
4	881
0	0
0	982
