"GeneSymbol","log2FoldChange","padj","Source","Avg_Intron_FC","Median_Intron_FC","Avg_IntronExon_Ratio","Median_IntronExon_Ratio","Num_Retained_Introns","Scaled_Chromatin_FC","Scaled_Intron_FC","Scaled_IntronExon_Ratio","GRIPP_Score","GRIPP_Definition"
"DDB2",1.39374280786716,1.83420390198149e-05,"Chromatin_Enriched",1.70757928668255,1.61959759818108,0.429044127040908,0.429044127040908,6,2.96706563480749,0.807046581329098,0.123159367930223,0.797810154472559,TRUE
"TENT2",1.47085335152033,1.40549880935133e-05,"Chromatin_Enriched",1.92490872465226,2.05782599101395,0.379038995861426,0.379038995861426,19,3.34597488249783,1.43721495400857,0.0337842752404628,0.796321216482247,TRUE
"DENND1B",1.13950973168296,0.00222383226110421,"Chromatin_Enriched",1.54051161413403,1.56591235762364,0.737141556668184,0.737141556668184,4,1.71780374309735,0.322617208480278,0.67382758298959,0.795696086843843,TRUE
"DCLK2",1.04068975026717,0.0018587056662578,"Chromatin_Enriched",1.67441766505693,1.70696898928705,1.0170365248004,1.0170365248004,11,1.23221768649468,0.710891153281894,1.17408901876958,0.791583979647813,TRUE
"MKLN1-AS",1.01542396551615,0.00544651784046518,"Chromatin_Enriched",1.31846208627225,1.31846208627225,1.12974340440911,1.12974340440911,1,1.10806554025415,-0.321237535424272,1.37553210219329,0.791147816705304,TRUE
"PCDHA1",0.938964752713708,0.0388335842895952,"Chromatin_Enriched",1.11732815767978,1.11732815767978,1.70887858207719,1.70887858207719,2,0.732356831309282,-0.904445414006341,2.41063108030024,0.791046428303153,TRUE
"LINC02595",1.28960635110906,0.00576780482357363,"Chromatin_Enriched",1.25717351807457,1.25717351807457,0.497229916897507,0.497229916897507,2,2.45535524323217,-0.498949849254352,0.245029086993347,0.781305344774432,TRUE
"BBC3",1.00350153663568,0.00290399601689024,"Chromatin_Enriched",1.26330364853362,1.24816262059838,1.12722877002115,1.12722877002115,6,1.04948057451899,-0.481174924827258,1.37103764980004,0.769091898662355,TRUE
"FAM71F2",1.10542156334868,0.00589280293697329,"Chromatin_Enriched",1.17209291126612,1.17101849204787,0.752021563342318,0.752021563342318,4,1.55029977273527,-0.745649551052391,0.700422893197889,0.763498152827373,TRUE
"ANKRD46",0.988640827494681,0.0110020618641449,"Chromatin_Enriched",1.42384918540814,1.37294754975189,1.18668988198878,1.18668988198878,5,0.976457355462361,-0.0156571346083772,1.47731359125229,0.761167545262114,TRUE
"DGKH",1.11570801648249,0.0050892836271512,"Chromatin_Enriched",1.52167648024181,1.61338033119125,0.720972783410841,0.720972783410841,7,1.60084580747554,0.268002859936685,0.644928836511594,0.759659877059206,TRUE
"CGGBP1",1.76758332060811,2.14669815646722e-06,"Chromatin_Enriched",2.26437933308002,2.42693659559902,0.239874070742612,0.239874070742612,5,4.80405991247684,2.4215438276481,-0.21494776061831,0.759068312899839,TRUE
"DTX2P1-UPK3BP1-PMS2P11",1.00880003230423,0.00245619462706562,"Chromatin_Enriched",1.81171813819567,1.81407792323688,1.06732186732187,1.06732186732187,6,1.07551656016436,1.10900756371508,1.26396493835594,0.757602251623573,TRUE
"TAMM41",1.13200504478732,0.000623183080469986,"Chromatin_Enriched",1.83109277353866,1.99066369566505,0.682875446063889,0.682875446063889,11,1.68092687605607,1.16518625050235,0.576836763232243,0.757582896549139,TRUE
"ZNF532",1.05450926858513,0.00119249583672595,"Chromatin_Enriched",1.30311240082042,1.27501963507546,0.88065544238897,0.88065544238897,25,1.30012465538927,-0.365745478723096,0.930332596295623,0.756624693475123,TRUE
"WASHC2C",1.27997944605683,0.000339336102387706,"Chromatin_Enriched",1.54602151815944,1.47988128820454,0.469656855110834,0.469656855110834,20,2.40805012543487,0.338593724527746,0.195747245414346,0.751983127756531,TRUE
"FAM214A",1.00430975831287,0.00797873620097913,"Chromatin_Enriched",1.65461366656622,1.65320487828256,1.05305671286455,1.05305671286455,20,1.05345205044384,0.653467485241228,1.23846856484819,0.744763302466232,TRUE
"KLHL24",0.959766084137001,0.0123156080917343,"Chromatin_Enriched",1.87236057783389,1.88702922408291,1.32616899097621,1.32616899097621,9,0.834571346564271,1.28484636336937,1.72660717373072,0.743902762654769,TRUE
