"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue"
"GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN","GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN","87/2154","200/21355",7.85893581306768e-35,2.60742759575998e-31,7.77287030718488e-32
"NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_CORRELATED_WITH_HAI_28DY_RESPONSE_AT_3DY_POSITIVE","NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_CORRELATED_WITH_HAI_28DY_RESPONSE_AT_3DY_POSITIVE","134/2154","426/21355",1.01992082760023e-34,2.60742759575998e-31,7.77287030718488e-32
"GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN","GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN","86/2154","200/21355",5.55457788887257e-34,9.46685224860182e-31,2.82211536248684e-31
"GSE22886_NAIVE_CD4_TCELL_VS_MONOCYTE_DN","GSE22886_NAIVE_CD4_TCELL_VS_MONOCYTE_DN","80/2154","200/21355",4.47007188042406e-29,4.57109550492164e-26,1.36266612270611e-26
"GSE22886_NAIVE_CD8_TCELL_VS_MONOCYTE_DN","GSE22886_NAIVE_CD8_TCELL_VS_MONOCYTE_DN","80/2154","200/21355",4.47007188042406e-29,4.57109550492164e-26,1.36266612270611e-26
"GSE22886_NAIVE_TCELL_VS_MONOCYTE_DN","GSE22886_NAIVE_TCELL_VS_MONOCYTE_DN","79/2154","200/21355",2.72884045308421e-28,2.32542687276993e-25,6.93221223871216e-26
"GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP","GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP","77/2154","200/21355",9.54151650278132e-27,6.9693962683887e-24,2.07761141293644e-24
"GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_DN","GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_DN","75/2154","200/21355",3.06249615208359e-25,1.73983809173371e-22,5.18654319089712e-23
"GSE29618_MONOCYTE_VS_MDC_UP","GSE29618_MONOCYTE_VS_MDC_UP","75/2154","200/21355",3.06249615208359e-25,1.73983809173371e-22,5.18654319089712e-23
"GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_DN","GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_DN","74/2154","200/21355",1.67978862899734e-24,7.80796296369401e-22,2.32759228209392e-22
"GSE29618_BCELL_VS_MONOCYTE_DN","GSE29618_BCELL_VS_MONOCYTE_DN","74/2154","200/21355",1.67978862899734e-24,7.80796296369401e-22,2.32759228209392e-22
"GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_UP","GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_UP","72/2154","200/21355",4.73455237742551e-23,2.01731385881472e-20,6.01371214255451e-21
"GSE22886_NAIVE_BCELL_VS_MONOCYTE_DN","GSE22886_NAIVE_BCELL_VS_MONOCYTE_DN","71/2154","200/21355",2.43233569403817e-22,8.8832374311551e-20,2.64813690599042e-20
"GSE42088_2H_VS_24H_LEISHMANIA_INF_DC_UP","GSE42088_2H_VS_24H_LEISHMANIA_INF_DC_UP","71/2154","200/21355",2.43233569403817e-22,8.8832374311551e-20,2.64813690599042e-20
"GSE6269_E_COLI_VS_STAPH_AUREUS_INF_PBMC_DN","GSE6269_E_COLI_VS_STAPH_AUREUS_INF_PBMC_DN","65/2154","175/21355",8.62539560512364e-22,2.81100074783621e-19,8.37973191733524e-20
"GSE29618_MONOCYTE_VS_PDC_UP","GSE29618_MONOCYTE_VS_PDC_UP","70/2154","199/21355",8.79640367013092e-22,2.81100074783621e-19,8.37973191733524e-20
"GSE10325_BCELL_VS_MYELOID_DN","GSE10325_BCELL_VS_MYELOID_DN","70/2154","200/21355",1.22232095034114e-21,3.67631001123192e-19,1.09592615238017e-19
"FLETCHER_PBMC_BCG_10W_INFANT_BCG_STIMULATED_VS_UNSTIMULATED_10W_DN","FLETCHER_PBMC_BCG_10W_INFANT_BCG_STIMULATED_VS_UNSTIMULATED_10W_DN","81/2154","256/21355",1.30510049699319e-21,3.70721046729232e-19,1.10513773078722e-19
"GSE6269_HEALTHY_VS_STAPH_PNEUMO_INF_PBMC_DN","GSE6269_HEALTHY_VS_STAPH_PNEUMO_INF_PBMC_DN","63/2154","170/21355",4.20855237746607e-21,1.13254359505179e-18,3.37616833383428e-19
"GSE29618_PDC_VS_MDC_DN","GSE29618_PDC_VS_MDC_DN","69/2154","200/21355",6.0076918509212e-21,1.53586642168801e-18,4.57849357901784e-19
"GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_DN","GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_DN","68/2154","200/21355",2.88756375789715e-20,7.03053023529912e-18,2.09583575009277e-18
"SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_5_TO_7DY_UP","SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_5_TO_7DY_UP","84/2154","285/21355",3.83051933145579e-20,8.90247515533339e-18,2.65387176648229e-18
"GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_DN","GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_DN","67/2154","198/21355",7.33808315695951e-20,1.63128779050148e-17,4.8629493873123e-18
"HOEK_NK_CELL_2011_2012_TIV_3D_VS_0DY_ADULT_3D_DN","HOEK_NK_CELL_2011_2012_TIV_3D_VS_0DY_ADULT_3D_DN","78/2154","258/21355",1.58637883176297e-19,3.37964790283503e-17,1.00748971420736e-17
"FLETCHER_PBMC_BCG_10W_INFANT_PPD_STIMULATED_VS_UNSTIMULATED_10W_DN","FLETCHER_PBMC_BCG_10W_INFANT_PPD_STIMULATED_VS_UNSTIMULATED_10W_DN","63/2154","181/21355",1.80095288392369e-19,3.68330883820073e-17,1.09801253723011e-17
"QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_EXPANSION_OF_VZV_SPECIFIC_T_CELLS_TO_PEAK_AT_1DY_POSITIVE","QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_EXPANSION_OF_VZV_SPECIFIC_T_CELLS_TO_PEAK_AT_1DY_POSITIVE","76/2154","248/21355",1.92312049197095e-19,3.78189041363365e-17,1.12740019124451e-17
"GSE10325_CD4_TCELL_VS_MYELOID_DN","GSE10325_CD4_TCELL_VS_MYELOID_DN","66/2154","200/21355",6.23496676034091e-19,1.13854946591511e-16,3.3940721311931e-17
"GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_IL6_TREATED_DN","GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_IL6_TREATED_DN","66/2154","200/21355",6.23496676034091e-19,1.13854946591511e-16,3.3940721311931e-17
"GSE6269_FLU_VS_STAPH_AUREUS_INF_PBMC_DN","GSE6269_FLU_VS_STAPH_AUREUS_INF_PBMC_DN","59/2154","167/21355",1.11043353256656e-18,1.95780919034925e-16,5.83632579004131e-17
"HARALAMBIEVA_PBMC_FLUARIX_AGE_50_74YO_CORR_WITH_28D_MEM_B_CELL_RESPONSE_AT_0DY_NEGATIVE","HARALAMBIEVA_PBMC_FLUARIX_AGE_50_74YO_CORR_WITH_28D_MEM_B_CELL_RESPONSE_AT_0DY_NEGATIVE","106/2154","435/21355",3.13577544201441e-18,5.34440661167322e-16,1.5931939789603e-16
"GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_DN","GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_DN","64/2154","200/21355",1.22903693185137e-17,1.96377057267376e-15,5.85409696487098e-16
"GSE34156_UNTREATED_VS_24H_NOD2_LIGAND_TREATED_MONOCYTE_DN","GSE34156_UNTREATED_VS_24H_NOD2_LIGAND_TREATED_MONOCYTE_DN","64/2154","200/21355",1.22903693185137e-17,1.96377057267376e-15,5.85409696487098e-16
"GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_UP","GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_UP","63/2154","198/21355",3.02521652007475e-17,4.68725214155824e-15,1.39729298917647e-15
"GSE21546_SAP1A_KO_VS_SAP1A_KO_AND_ELK1_KO_ANTI_CD3_STIM_DP_THYMOCYTES_DN","GSE21546_SAP1A_KO_VS_SAP1A_KO_AND_ELK1_KO_ANTI_CD3_STIM_DP_THYMOCYTES_DN","63/2154","200/21355",5.27124417207857e-17,7.40796574950887e-15,2.20835113905501e-15
"GSE22886_DC_VS_MONOCYTE_DN","GSE22886_DC_VS_MONOCYTE_DN","63/2154","200/21355",5.27124417207857e-17,7.40796574950887e-15,2.20835113905501e-15
"GSE29618_BCELL_VS_MDC_DN","GSE29618_BCELL_VS_MDC_DN","63/2154","200/21355",5.27124417207857e-17,7.40796574950887e-15,2.20835113905501e-15
"HOWARD_PBMC_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_19_39YO_AS03_ADJUVANT_VS_BUFFER_1DY_UP","HOWARD_PBMC_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_19_39YO_AS03_ADJUVANT_VS_BUFFER_1DY_UP","94/2154","377/21355",5.36074188796847e-17,7.40796574950887e-15,2.20835113905501e-15
"GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP","GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP","62/2154","197/21355",9.78230324322796e-17,1.31623464427959e-14,3.92376041445819e-15
"GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_DN","GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_DN","62/2154","200/21355",2.20876193423078e-16,2.75448774871268e-14,8.21126387873214e-15
"GSE3982_EOSINOPHIL_VS_CENT_MEMORY_CD4_TCELL_UP","GSE3982_EOSINOPHIL_VS_CENT_MEMORY_CD4_TCELL_UP","62/2154","200/21355",2.20876193423078e-16,2.75448774871268e-14,8.21126387873214e-15
"GSE43863_TH1_VS_TFH_MEMORY_CD4_TCELL_DN","GSE43863_TH1_VS_TFH_MEMORY_CD4_TCELL_DN","62/2154","200/21355",2.20876193423078e-16,2.75448774871268e-14,8.21126387873214e-15
"GSE39556_CD8A_DC_VS_NK_CELL_MOUSE_3H_POST_POLYIC_INJ_DN","GSE39556_CD8A_DC_VS_NK_CELL_MOUSE_3H_POST_POLYIC_INJ_DN","61/2154","199/21355",6.95682087162805e-16,8.46910121824625e-14,2.52468085767354e-14
"GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_UP","GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_UP","61/2154","200/21355",9.04050141250013e-16,1.05054735732075e-13,3.13173350366033e-14
"GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_DN","GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_DN","61/2154","200/21355",9.04050141250013e-16,1.05054735732075e-13,3.13173350366033e-14
"GSE11057_NAIVE_CD4_VS_PBMC_CD4_TCELL_DN","GSE11057_NAIVE_CD4_VS_PBMC_CD4_TCELL_DN","60/2154","197/21355",1.67159349526765e-15,1.85801250897902e-13,5.53882695914774e-14
"GSE34156_UNTREATED_VS_6H_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_UP","GSE34156_UNTREATED_VS_6H_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_UP","60/2154","197/21355",1.67159349526765e-15,1.85801250897902e-13,5.53882695914774e-14
"GSE22886_DAY0_VS_DAY7_MONOCYTE_IN_CULTURE_UP","GSE22886_DAY0_VS_DAY7_MONOCYTE_IN_CULTURE_UP","60/2154","199/21355",2.80085618089215e-15,3.04697396870246e-13,9.08317973109033e-14
"GSE22886_NAIVE_CD8_TCELL_VS_DC_DN","GSE22886_NAIVE_CD8_TCELL_VS_DC_DN","60/2154","200/21355",3.61377305502453e-15,3.77086155721233e-13,1.12411243473158e-13
"GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_UP","GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_UP","60/2154","200/21355",3.61377305502453e-15,3.77086155721233e-13,1.12411243473158e-13
"GSE11057_PBMC_VS_MEM_CD4_TCELL_UP","GSE11057_PBMC_VS_MEM_CD4_TCELL_UP","59/2154","197/21355",6.66606137662799e-15,6.6830532977841e-13,1.99225116065167e-13
"GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_DN","GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_DN","59/2154","197/21355",6.66606137662799e-15,6.6830532977841e-13,1.99225116065167e-13
"GSE24634_TEFF_VS_TCONV_DAY7_IN_CULTURE_DN","GSE24634_TEFF_VS_TCONV_DAY7_IN_CULTURE_DN","59/2154","200/21355",1.41048162601134e-14,1.3868831834223e-12,4.13436719527209e-13
"NAKAYA_MONOCYTE_FLUMIST_AGE_18_50YO_7DY_UP","NAKAYA_MONOCYTE_FLUMIST_AGE_18_50YO_7DY_UP","104/2154","478/21355",2.33141862664912e-14,2.24915913925603e-12,6.70485436224017e-13
"GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_DN","GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_DN","58/2154","198/21355",3.31434031121208e-14,3.1381892613384e-12,9.35509701878185e-13
"GSE2706_2H_VS_8H_R848_STIM_DC_UP","GSE2706_2H_VS_8H_R848_STIM_DC_UP","57/2154","194/21355",4.77108850488371e-14,4.43537736826735e-12,1.32220787656873e-12
"GSE17301_ACD3_ACD28_VS_ACD3_ACD28_AND_IFNA5_STIM_CD8_TCELL_DN","GSE17301_ACD3_ACD28_VS_ACD3_ACD28_AND_IFNA5_STIM_CD8_TCELL_DN","58/2154","200/21355",5.37430195643634e-14,4.90692962558197e-12,1.46277993099997e-12
"GSE36888_UNTREATED_VS_IL2_TREATED_TCELL_6H_UP","GSE36888_UNTREATED_VS_IL2_TREATED_TCELL_6H_UP","57/2154","195/21355",6.08906683497161e-14,5.46199977670348e-12,1.6282490816323e-12
"GSE36888_STAT5_AB_KNOCKIN_VS_WT_TCELL_IL2_TREATED_17H_DN","GSE36888_STAT5_AB_KNOCKIN_VS_WT_TCELL_IL2_TREATED_17H_DN","57/2154","197/21355",9.85569151188568e-14,8.68830184487439e-12,2.59002564595471e-12
"GSE24634_TREG_VS_TCONV_POST_DAY5_IL4_CONVERSION_DN","GSE24634_TREG_VS_TCONV_POST_DAY5_IL4_CONVERSION_DN","57/2154","198/21355",1.25000675291796e-13,1.08326856401178e-11,3.22927703519216e-12
"GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_DN","GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_DN","57/2154","199/21355",1.58218322313506e-13,1.34828380331493e-11,4.01930053877118e-12
"GSE15930_STIM_VS_STIM_AND_IFNAB_48H_CD8_T_CELL_UP","GSE15930_STIM_VS_STIM_AND_IFNAB_48H_CD8_T_CELL_UP","57/2154","200/21355",1.99862324108621e-13,1.59671259869903e-11,4.75987903469215e-12
"GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_UP","GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_UP","57/2154","200/21355",1.99862324108621e-13,1.59671259869903e-11,4.75987903469215e-12
"GSE33425_CD161_INT_VS_NEG_CD8_TCELL_UP","GSE33425_CD161_INT_VS_NEG_CD8_TCELL_UP","57/2154","200/21355",1.99862324108621e-13,1.59671259869903e-11,4.75987903469215e-12
"GSE360_DC_VS_MAC_L_DONOVANI_DN","GSE360_DC_VS_MAC_L_DONOVANI_DN","57/2154","200/21355",1.99862324108621e-13,1.59671259869903e-11,4.75987903469215e-12
"NAKAYA_MYELOID_DENDRITIC_CELL_FLUMIST_AGE_18_50YO_7DY_UP","NAKAYA_MYELOID_DENDRITIC_CELL_FLUMIST_AGE_18_50YO_7DY_UP","86/2154","378/21355",3.18264597253787e-13,2.50351828578248e-11,7.46311152750582e-12
"GSE25123_CTRL_VS_ROSIGLITAZONE_STIM_PPARG_KO_MACROPHAGE_UP","GSE25123_CTRL_VS_ROSIGLITAZONE_STIM_PPARG_KO_MACROPHAGE_UP","56/2154","197/21355",3.65238077053557e-13,2.82948831511339e-11,8.43484426752075e-12
"GSE37416_12H_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_UP","GSE37416_12H_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_UP","56/2154","199/21355",5.78151831358987e-13,4.41207509513209e-11,1.31526135397928e-11
"QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_CONTRACTION_OF_VZV_SPECIFIC_T_CELLS_PEAK_TO_28DY_AT_1DYPOSITIVE","QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_CONTRACTION_OF_VZV_SPECIFIC_T_CELLS_PEAK_TO_28DY_AT_1DYPOSITIVE","72/2154","294/21355",6.35889304267079e-13,4.78132648929055e-11,1.42533701637574e-11
"GSE11057_CD4_EFF_MEM_VS_PBMC_DN","GSE11057_CD4_EFF_MEM_VS_PBMC_DN","55/2154","194/21355",6.67042908827575e-13,4.87931179834004e-11,1.45454692043941e-11
"GSE22196_HEALTHY_VS_OBESE_MOUSE_SKIN_GAMMADELTA_TCELL_DN","GSE22196_HEALTHY_VS_OBESE_MOUSE_SKIN_GAMMADELTA_TCELL_DN","56/2154","200/21355",7.25264417511916e-13,4.87931179834004e-11,1.45454692043941e-11
"GSE22886_NAIVE_CD4_TCELL_VS_DC_DN","GSE22886_NAIVE_CD4_TCELL_VS_DC_DN","56/2154","200/21355",7.25264417511916e-13,4.87931179834004e-11,1.45454692043941e-11
"GSE24634_TREG_VS_TCONV_POST_DAY3_IL4_CONVERSION_DN","GSE24634_TREG_VS_TCONV_POST_DAY3_IL4_CONVERSION_DN","56/2154","200/21355",7.25264417511916e-13,4.87931179834004e-11,1.45454692043941e-11
"GSE30971_WBP7_HET_VS_KO_MACROPHAGE_2H_LPS_STIM_UP","GSE30971_WBP7_HET_VS_KO_MACROPHAGE_2H_LPS_STIM_UP","56/2154","200/21355",7.25264417511916e-13,4.87931179834004e-11,1.45454692043941e-11
"GSE3982_NEUTROPHIL_VS_CENT_MEMORY_CD4_TCELL_UP","GSE3982_NEUTROPHIL_VS_CENT_MEMORY_CD4_TCELL_UP","56/2154","200/21355",7.25264417511916e-13,4.87931179834004e-11,1.45454692043941e-11
"GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_24H_UP","GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_24H_UP","56/2154","200/21355",7.25264417511916e-13,4.87931179834004e-11,1.45454692043941e-11
"GSE9650_EXHAUSTED_VS_MEMORY_CD8_TCELL_DN","GSE9650_EXHAUSTED_VS_MEMORY_CD8_TCELL_DN","56/2154","200/21355",7.25264417511916e-13,4.87931179834004e-11,1.45454692043941e-11
"GSE11057_CD4_CENT_MEM_VS_PBMC_DN","GSE11057_CD4_CENT_MEM_VS_PBMC_DN","55/2154","195/21355",8.39173452691531e-13,5.57232969300233e-11,1.66113897402233e-11
"GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_4H_DN","GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_4H_DN","55/2154","196/21355",1.05361229683583e-12,6.81913882749568e-11,2.03281892847206e-11
"GSE3982_EOSINOPHIL_VS_NEUTROPHIL_DN","GSE3982_EOSINOPHIL_VS_NEUTROPHIL_DN","55/2154","196/21355",1.05361229683583e-12,6.81913882749568e-11,2.03281892847206e-11
"GSE26290_CTRL_VS_AKT_INHIBITOR_TREATED_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_DN","GSE26290_CTRL_VS_AKT_INHIBITOR_TREATED_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_DN","55/2154","197/21355",1.32023611435712e-12,8.43795906588497e-11,2.51539722840673e-11
"HOWARD_NEUTROPHIL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_UP","HOWARD_NEUTROPHIL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_UP","87/2154","394/21355",1.34485818306474e-12,8.48920974075314e-11,2.53067530744347e-11
"GSE9988_LPS_VS_LPS_AND_ANTI_TREM1_MONOCYTE_UP","GSE9988_LPS_VS_LPS_AND_ANTI_TREM1_MONOCYTE_UP","55/2154","198/21355",1.65110400926084e-12,1.02952375601838e-10,3.06906111092388e-11
"GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_UP","GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_UP","55/2154","199/21355",2.06091213276501e-12,1.26957153431657e-10,3.78465538141248e-11
"GSE12392_WT_VS_IFNB_KO_CD8A_NEG_SPLEEN_DC_DN","GSE12392_WT_VS_IFNB_KO_CD8A_NEG_SPLEEN_DC_DN","55/2154","200/21355",2.56753712820584e-12,1.41159326199102e-10,4.20802915862145e-11
"GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_UP","GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_UP","55/2154","200/21355",2.56753712820584e-12,1.41159326199102e-10,4.20802915862145e-11
"GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_STAT3_KO_CD4_TCELL_UP","GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_STAT3_KO_CD4_TCELL_UP","55/2154","200/21355",2.56753712820584e-12,1.41159326199102e-10,4.20802915862145e-11
"GSE22935_WT_VS_MYD88_KO_MACROPHAGE_UP","GSE22935_WT_VS_MYD88_KO_MACROPHAGE_UP","55/2154","200/21355",2.56753712820584e-12,1.41159326199102e-10,4.20802915862145e-11
"GSE24634_NAIVE_CD4_TCELL_VS_DAY10_IL4_CONV_TREG_DN","GSE24634_NAIVE_CD4_TCELL_VS_DAY10_IL4_CONV_TREG_DN","55/2154","200/21355",2.56753712820584e-12,1.41159326199102e-10,4.20802915862145e-11
"GSE360_DC_VS_MAC_B_MALAYI_HIGH_DOSE_DN","GSE360_DC_VS_MAC_B_MALAYI_HIGH_DOSE_DN","55/2154","200/21355",2.56753712820584e-12,1.41159326199102e-10,4.20802915862145e-11
"GSE36888_UNTREATED_VS_IL2_TREATED_TCELL_17H_DN","GSE36888_UNTREATED_VS_IL2_TREATED_TCELL_17H_DN","55/2154","200/21355",2.56753712820584e-12,1.41159326199102e-10,4.20802915862145e-11
"GSE3982_DC_VS_BCELL_UP","GSE3982_DC_VS_BCELL_UP","55/2154","200/21355",2.56753712820584e-12,1.41159326199102e-10,4.20802915862145e-11
"GSE3982_EOSINOPHIL_VS_EFF_MEMORY_CD4_TCELL_UP","GSE3982_EOSINOPHIL_VS_EFF_MEMORY_CD4_TCELL_UP","55/2154","200/21355",2.56753712820584e-12,1.41159326199102e-10,4.20802915862145e-11
"KAECH_NAIVE_VS_DAY15_EFF_CD8_TCELL_DN","KAECH_NAIVE_VS_DAY15_EFF_CD8_TCELL_DN","55/2154","200/21355",2.56753712820584e-12,1.41159326199102e-10,4.20802915862145e-11
"HARALAMBIEVA_PBMC_FLUARIX_AGE_50_74YO_CORR_WITH_28D_MEM_B_CELL_RESPONSE_AT_3DY_POSITIVE","HARALAMBIEVA_PBMC_FLUARIX_AGE_50_74YO_CORR_WITH_28D_MEM_B_CELL_RESPONSE_AT_3DY_POSITIVE","82/2154","368/21355",3.61257431476816e-12,1.965009837384e-10,5.85779127411455e-11
"GSE6269_E_COLI_VS_STREP_PNEUMO_INF_PBMC_DN","GSE6269_E_COLI_VS_STREP_PNEUMO_INF_PBMC_DN","49/2154","169/21355",4.83136940606786e-12,2.60029387086579e-10,7.75160432131442e-11
"GSE12366_PLASMA_CELL_VS_NAIVE_BCELL_DN","GSE12366_PLASMA_CELL_VS_NAIVE_BCELL_DN","54/2154","199/21355",7.16479708683456e-12,3.62708985197872e-10,1.08125338006633e-10
"GSE20727_ROS_INH_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_UP","GSE20727_ROS_INH_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_UP","54/2154","199/21355",7.16479708683456e-12,3.62708985197872e-10,1.08125338006633e-10
"GSE36826_NORMAL_VS_STAPH_AUREUS_INF_IL1R_KO_SKIN_DN","GSE36826_NORMAL_VS_STAPH_AUREUS_INF_IL1R_KO_SKIN_DN","54/2154","199/21355",7.16479708683456e-12,3.62708985197872e-10,1.08125338006633e-10
"GSE36826_NORMAL_VS_STAPH_AUREUS_INF_IL1R_KO_SKIN_UP","GSE36826_NORMAL_VS_STAPH_AUREUS_INF_IL1R_KO_SKIN_UP","54/2154","199/21355",7.16479708683456e-12,3.62708985197872e-10,1.08125338006633e-10
"GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_24H_DN","GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_24H_DN","54/2154","199/21355",7.16479708683456e-12,3.62708985197872e-10,1.08125338006633e-10
"GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_6H_DN","GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_6H_DN","54/2154","199/21355",7.16479708683456e-12,3.62708985197872e-10,1.08125338006633e-10
"GSE4748_LPS_VS_LPS_AND_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_UP","GSE4748_LPS_VS_LPS_AND_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_UP","53/2154","194/21355",8.42809981601551e-12,4.15848898129012e-10,1.23966608230992e-10
"GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_UP","GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_UP","54/2154","200/21355",8.86515350988897e-12,4.15848898129012e-10,1.23966608230992e-10
"GSE12392_WT_VS_IFNAR_KO_CD8A_NEG_SPLEEN_DC_UP","GSE12392_WT_VS_IFNAR_KO_CD8A_NEG_SPLEEN_DC_UP","54/2154","200/21355",8.86515350988897e-12,4.15848898129012e-10,1.23966608230992e-10
"GSE15767_MED_VS_SCS_MAC_LN_UP","GSE15767_MED_VS_SCS_MAC_LN_UP","54/2154","200/21355",8.86515350988897e-12,4.15848898129012e-10,1.23966608230992e-10
"GSE22313_HEALTHY_VS_SLE_MOUSE_CD4_TCELL_DN","GSE22313_HEALTHY_VS_SLE_MOUSE_CD4_TCELL_DN","54/2154","200/21355",8.86515350988897e-12,4.15848898129012e-10,1.23966608230992e-10
"GSE3982_DC_VS_CENT_MEMORY_CD4_TCELL_UP","GSE3982_DC_VS_CENT_MEMORY_CD4_TCELL_UP","54/2154","200/21355",8.86515350988897e-12,4.15848898129012e-10,1.23966608230992e-10
"GSE7852_THYMUS_VS_FAT_TCONV_DN","GSE7852_THYMUS_VS_FAT_TCONV_DN","54/2154","200/21355",8.86515350988897e-12,4.15848898129012e-10,1.23966608230992e-10
"GSE9650_NAIVE_VS_EXHAUSTED_CD8_TCELL_UP","GSE9650_NAIVE_VS_EXHAUSTED_CD8_TCELL_UP","54/2154","200/21355",8.86515350988897e-12,4.15848898129012e-10,1.23966608230992e-10
