"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue"
"GSE22886_NAIVE_CD8_TCELL_VS_MONOCYTE_DN","GSE22886_NAIVE_CD8_TCELL_VS_MONOCYTE_DN","168/6767","200/21355",2.82482198037931e-53,1.44828622934047e-49,2.47989634909089e-50
"GSE22886_NAIVE_TCELL_VS_MONOCYTE_DN","GSE22886_NAIVE_TCELL_VS_MONOCYTE_DN","167/6767","200/21355",3.18282736451164e-52,5.43945196595038e-49,9.31395797193931e-50
"GSE29618_MONOCYTE_VS_MDC_UP","GSE29618_MONOCYTE_VS_MDC_UP","167/6767","200/21355",3.18282736451164e-52,5.43945196595038e-49,9.31395797193931e-50
"GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN","GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN","166/6767","200/21355",3.45944026649118e-51,4.43413756157508e-48,7.59256100593065e-49
"GSE22886_NAIVE_CD4_TCELL_VS_MONOCYTE_DN","GSE22886_NAIVE_CD4_TCELL_VS_MONOCYTE_DN","165/6767","200/21355",3.63019707157303e-50,3.72240407719098e-47,6.37386180566717e-48
"QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_EXPANSION_OF_VZV_SPECIFIC_T_CELLS_TO_PEAK_AT_1DY_POSITIVE","QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_EXPANSION_OF_VZV_SPECIFIC_T_CELLS_TO_PEAK_AT_1DY_POSITIVE","190/6767","248/21355",2.5484557738242e-48,2.17765545873278e-45,3.72879318485857e-46
"GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN","GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN","161/6767","200/21355",3.1437573814155e-46,2.01475551181466e-43,3.44986007381648e-44
"GSE22886_NAIVE_BCELL_VS_MONOCYTE_DN","GSE22886_NAIVE_BCELL_VS_MONOCYTE_DN","161/6767","200/21355",3.1437573814155e-46,2.01475551181466e-43,3.44986007381648e-44
"NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_CORRELATED_WITH_HAI_28DY_RESPONSE_AT_3DY_POSITIVE","NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_CORRELATED_WITH_HAI_28DY_RESPONSE_AT_3DY_POSITIVE","277/6767","426/21355",4.05926971405845e-46,2.31243064710863e-43,3.95956835266052e-44
"GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_UP","GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_UP","160/6767","200/21355",2.79739799260803e-45,1.43422595081014e-42,2.45582097456326e-43
"GSE9988_ANTI_TREM1_VS_VEHICLE_TREATED_MONOCYTES_DN","GSE9988_ANTI_TREM1_VS_VEHICLE_TREATED_MONOCYTES_DN","155/6767","197/21355",3.2581177676167e-42,1.51857907223371e-39,2.60025858200222e-40
"GSE29618_MONOCYTE_VS_PDC_UP","GSE29618_MONOCYTE_VS_PDC_UP","156/6767","199/21355",4.12171463957159e-42,1.76100257975696e-39,3.0153596573708e-40
"GSE29618_BCELL_VS_MONOCYTE_DN","GSE29618_BCELL_VS_MONOCYTE_DN","156/6767","200/21355",1.29231685492108e-41,4.73264893941456e-39,8.10370118048257e-40
"GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP","GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP","156/6767","200/21355",1.29231685492108e-41,4.73264893941456e-39,8.10370118048257e-40
"QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_CONTRACTION_OF_VZV_SPECIFIC_T_CELLS_PEAK_TO_28DY_AT_1DYPOSITIVE","QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_CONTRACTION_OF_VZV_SPECIFIC_T_CELLS_PEAK_TO_28DY_AT_1DYPOSITIVE","203/6767","294/21355",7.05258813424771e-40,2.41057462428587e-37,4.12762000278076e-38
"GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_DN","GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_DN","153/6767","200/21355",5.32998208093829e-39,1.60745988993945e-36,2.75244895077556e-37
"GSE43863_TH1_VS_TFH_MEMORY_CD4_TCELL_UP","GSE43863_TH1_VS_TFH_MEMORY_CD4_TCELL_UP","153/6767","200/21355",5.32998208093829e-39,1.60745988993945e-36,2.75244895077556e-37
"GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_DN","GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_DN","151/6767","197/21355",1.0986307739522e-38,3.12926665447384e-36,5.35823430103002e-37
"GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_DN","GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_DN","148/6767","198/21355",9.85226901115027e-36,2.65855701158776e-33,4.55223953202179e-34
"GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_DN","GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_DN","149/6767","200/21355",1.11197562633755e-35,2.71480906487267e-33,4.64855976123065e-34
"GSE33292_WT_VS_TCF1_KO_DN3_THYMOCYTE_DN","GSE33292_WT_VS_TCF1_KO_DN3_THYMOCYTE_DN","149/6767","200/21355",1.11197562633755e-35,2.71480906487267e-33,4.64855976123065e-34
"GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_DN","GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_DN","148/6767","200/21355",7.03182672853437e-35,1.56748589726938e-32,2.6840015979852e-33
"GSE29618_PDC_VS_MDC_DN","GSE29618_PDC_VS_MDC_DN","148/6767","200/21355",7.03182672853437e-35,1.56748589726938e-32,2.6840015979852e-33
"GSE42088_2H_VS_24H_LEISHMANIA_INF_DC_UP","GSE42088_2H_VS_24H_LEISHMANIA_INF_DC_UP","147/6767","200/21355",4.3329898415209e-34,9.25634954894902e-32,1.58496207360896e-32
"GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP","GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP","145/6767","197/21355",9.28428668882887e-34,1.90402151414503e-31,3.26025056778243e-32
"NAKAYA_MONOCYTE_FLUMIST_AGE_18_50YO_7DY_UP","NAKAYA_MONOCYTE_FLUMIST_AGE_18_50YO_7DY_UP","277/6767","478/21355",5.30667041976346e-33,1.04643458623566e-30,1.79180693525616e-31
"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_DN","GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_DN","144/6767","197/21355",5.60328450201278e-33,1.06400146821554e-30,1.8218866567948e-31
"GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_DN","GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_DN","145/6767","200/21355",1.5240679319674e-32,2.79067724542745e-30,4.77846862880004e-31
"GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_DN","GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_DN","143/6767","198/21355",8.18137020230979e-32,1.4464098285256e-29,2.4766833933671e-30
"GSE22886_DC_VS_MONOCYTE_DN","GSE22886_DC_VS_MONOCYTE_DN","144/6767","200/21355",8.70474203560029e-32,1.48764041388409e-29,2.54728240620724e-30
"GSE22886_DAY0_VS_DAY7_MONOCYTE_IN_CULTURE_UP","GSE22886_DAY0_VS_DAY7_MONOCYTE_IN_CULTURE_UP","143/6767","199/21355",2.00470850871217e-31,3.31552920134429e-29,5.67717112484194e-30
"GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_DN","GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_DN","143/6767","200/21355",4.8502436953218e-31,7.3138821840926e-29,1.25235394486018e-29
"GSE29618_BCELL_VS_MDC_DN","GSE29618_BCELL_VS_MDC_DN","143/6767","200/21355",4.8502436953218e-31,7.3138821840926e-29,1.25235394486018e-29
"GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_DN","GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_DN","143/6767","200/21355",4.8502436953218e-31,7.3138821840926e-29,1.25235394486018e-29
"GSE11057_NAIVE_CD4_VS_PBMC_CD4_TCELL_DN","GSE11057_NAIVE_CD4_VS_PBMC_CD4_TCELL_DN","141/6767","197/21355",1.05676421778746e-30,1.5480086127418e-28,2.65065069965335e-29
"GSE37532_TREG_VS_TCONV_PPARG_KO_CD4_TCELL_FROM_LN_DN","GSE37532_TREG_VS_TCONV_PPARG_KO_CD4_TCELL_FROM_LN_DN","142/6767","199/21355",1.10915224570764e-30,1.5796176565953e-28,2.70477477462039e-29
"FLETCHER_PBMC_BCG_10W_INFANT_BCG_STIMULATED_VS_UNSTIMULATED_10W_DN","FLETCHER_PBMC_BCG_10W_INFANT_BCG_STIMULATED_VS_UNSTIMULATED_10W_DN","170/6767","256/21355",2.22472590651765e-30,3.08274857370702e-28,5.27858152499493e-29
"GSE10325_CD4_TCELL_VS_MYELOID_DN","GSE10325_CD4_TCELL_VS_MYELOID_DN","142/6767","200/21355",2.63718945979244e-30,3.55812377904101e-28,6.09256512317698e-29
"GSE10325_BCELL_VS_MYELOID_DN","GSE10325_BCELL_VS_MYELOID_DN","141/6767","200/21355",1.39958232550886e-29,1.83991245714973e-27,3.15047681369606e-28
"GSE39556_CD8A_DC_VS_NK_CELL_MOUSE_3H_POST_POLYIC_INJ_UP","GSE39556_CD8A_DC_VS_NK_CELL_MOUSE_3H_POST_POLYIC_INJ_UP","140/6767","200/21355",7.25169546068137e-29,9.29486065672835e-27,1.59155631952849e-27
"GSE24634_TREG_VS_TCONV_POST_DAY5_IL4_CONVERSION_UP","GSE24634_TREG_VS_TCONV_POST_DAY5_IL4_CONVERSION_UP","139/6767","200/21355",3.66914541295417e-28,4.37481593772465e-26,7.49098475986236e-27
"GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_DN","GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_DN","139/6767","200/21355",3.66914541295417e-28,4.37481593772465e-26,7.49098475986236e-27
"GSE43863_NAIVE_VS_MEMORY_TFH_CD4_TCELL_D150_LCMV_DN","GSE43863_NAIVE_VS_MEMORY_TFH_CD4_TCELL_D150_LCMV_DN","139/6767","200/21355",3.66914541295417e-28,4.37481593772465e-26,7.49098475986236e-27
"GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_DN","GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_DN","138/6767","199/21355",8.1529530016835e-28,9.50004319082529e-26,1.62668966588613e-26
"SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_5_TO_7DY_UP","SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_5_TO_7DY_UP","179/6767","285/21355",1.80821272489264e-27,2.02104566286132e-25,3.46063068137998e-26
"GSE24574_BCL6_LOW_TFH_VS_TCONV_CD4_TCELL_DN","GSE24574_BCL6_LOW_TFH_VS_TCONV_CD4_TCELL_DN","138/6767","200/21355",1.81330408604683e-27,2.02104566286132e-25,3.46063068137998e-26
"GSE6269_FLU_VS_STAPH_AUREUS_INF_PBMC_DN","GSE6269_FLU_VS_STAPH_AUREUS_INF_PBMC_DN","121/6767","167/21355",2.44531727290506e-27,2.66747694854984e-25,4.567513114452e-26
"GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_DN","GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_DN","137/6767","200/21355",8.75485194386983e-27,8.97722518324412e-25,1.53716768867104e-25
"GSE22313_HEALTHY_VS_SLE_MOUSE_CD4_TCELL_DN","GSE22313_HEALTHY_VS_SLE_MOUSE_CD4_TCELL_DN","137/6767","200/21355",8.75485194386983e-27,8.97722518324412e-25,1.53716768867104e-25
"GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_DN","GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_DN","137/6767","200/21355",8.75485194386983e-27,8.97722518324412e-25,1.53716768867104e-25
"GSE11057_CD4_CENT_MEM_VS_PBMC_DN","GSE11057_CD4_CENT_MEM_VS_PBMC_DN","134/6767","195/21355",1.94216811322016e-26,1.95245017970192e-24,3.34317483266381e-25
"GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_UP","GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_UP","136/6767","200/21355",4.13035805033319e-26,4.05104575381251e-24,6.93659400424919e-25
"GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_UP","GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_UP","135/6767","198/21355",4.187739905443e-26,4.05104575381251e-24,6.93659400424919e-25
"GSE36826_NORMAL_VS_STAPH_AUREUS_INF_IL1R_KO_SKIN_DN","GSE36826_NORMAL_VS_STAPH_AUREUS_INF_IL1R_KO_SKIN_DN","135/6767","199/21355",8.97748800881309e-26,8.5236261150342e-24,1.45949805055558e-24
"GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP","GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP","135/6767","200/21355",1.90446040764249e-25,1.62736141833051e-23,2.78652628065585e-24
"GSE24634_TEFF_VS_TCONV_DAY5_IN_CULTURE_UP","GSE24634_TEFF_VS_TCONV_DAY5_IN_CULTURE_UP","135/6767","200/21355",1.90446040764249e-25,1.62736141833051e-23,2.78652628065585e-24
"GSE34156_UNTREATED_VS_24H_NOD2_LIGAND_TREATED_MONOCYTE_DN","GSE34156_UNTREATED_VS_24H_NOD2_LIGAND_TREATED_MONOCYTE_DN","135/6767","200/21355",1.90446040764249e-25,1.62736141833051e-23,2.78652628065585e-24
"GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_DN","GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_DN","135/6767","200/21355",1.90446040764249e-25,1.62736141833051e-23,2.78652628065585e-24
"GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_YOUNG_DN","GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_YOUNG_DN","135/6767","200/21355",1.90446040764249e-25,1.62736141833051e-23,2.78652628065585e-24
"GSE9650_EXHAUSTED_VS_MEMORY_CD8_TCELL_DN","GSE9650_EXHAUSTED_VS_MEMORY_CD8_TCELL_DN","135/6767","200/21355",1.90446040764249e-25,1.62736141833051e-23,2.78652628065585e-24
"GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_UP","GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_UP","134/6767","199/21355",4.10866252809982e-25,3.4532971773062e-23,5.91307083422822e-24
"HOWARD_PBMC_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_19_39YO_AS03_ADJUVANT_VS_BUFFER_1DY_UP","HOWARD_PBMC_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_19_39YO_AS03_ADJUVANT_VS_BUFFER_1DY_UP","216/6767","377/21355",4.37921068659434e-25,3.6213247080918e-23,6.20078389239335e-24
"GSE4984_UNTREATED_VS_GALECTIN1_TREATED_DC_UP","GSE4984_UNTREATED_VS_GALECTIN1_TREATED_DC_UP","130/6767","191/21355",4.45283792838781e-25,3.62376191410227e-23,6.20495711324216e-24
"GSE18893_TCONV_VS_TREG_24H_TNF_STIM_UP","GSE18893_TCONV_VS_TREG_24H_TNF_STIM_UP","134/6767","200/21355",8.58386077266419e-25,6.37818176542743e-23,1.09213423103004e-23
"GSE22886_NAIVE_CD8_TCELL_VS_DC_DN","GSE22886_NAIVE_CD8_TCELL_VS_DC_DN","134/6767","200/21355",8.58386077266419e-25,6.37818176542743e-23,1.09213423103004e-23
"GSE39556_CD8A_DC_VS_NK_CELL_UP","GSE39556_CD8A_DC_VS_NK_CELL_UP","134/6767","200/21355",8.58386077266419e-25,6.37818176542743e-23,1.09213423103004e-23
"GSE42088_UNINF_VS_LEISHMANIA_INF_DC_2H_DN","GSE42088_UNINF_VS_LEISHMANIA_INF_DC_2H_DN","134/6767","200/21355",8.58386077266419e-25,6.37818176542743e-23,1.09213423103004e-23
"GSE45739_NRAS_KO_VS_WT_ACD3_ACD28_STIM_CD4_TCELL_UP","GSE45739_NRAS_KO_VS_WT_ACD3_ACD28_STIM_CD4_TCELL_UP","134/6767","200/21355",8.58386077266419e-25,6.37818176542743e-23,1.09213423103004e-23
"GSE45739_NRAS_KO_VS_WT_UNSTIM_CD4_TCELL_UP","GSE45739_NRAS_KO_VS_WT_UNSTIM_CD4_TCELL_UP","134/6767","200/21355",8.58386077266419e-25,6.37818176542743e-23,1.09213423103004e-23
"GSE25088_ROSIGLITAZONE_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_UP","GSE25088_ROSIGLITAZONE_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_UP","133/6767","198/21355",8.84193198670795e-25,6.47608361369309e-23,1.10889793637811e-23
"GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_UP","GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_UP","133/6767","199/21355",1.83801871078419e-24,1.30882249030424e-22,2.24109298946494e-23
"GSE3982_NEUTROPHIL_VS_NKCELL_UP","GSE3982_NEUTROPHIL_VS_NKCELL_UP","133/6767","199/21355",1.83801871078419e-24,1.30882249030424e-22,2.24109298946494e-23
"GSE37416_CTRL_VS_12H_F_TULARENSIS_LVS_NEUTROPHIL_UP","GSE37416_CTRL_VS_12H_F_TULARENSIS_LVS_NEUTROPHIL_UP","131/6767","195/21355",1.9548359920899e-24,1.37293755225273e-22,2.35087702581539e-23
"NAKAYA_MYELOID_DENDRITIC_CELL_FLUMIST_AGE_18_50YO_7DY_UP","NAKAYA_MYELOID_DENDRITIC_CELL_FLUMIST_AGE_18_50YO_7DY_UP","215/6767","378/21355",2.06834301270031e-24,1.43302630082628e-22,2.4537668173429e-23
"GSE21360_PRIMARY_VS_TERTIARY_MEMORY_CD8_TCELL_UP","GSE21360_PRIMARY_VS_TERTIARY_MEMORY_CD8_TCELL_UP","133/6767","200/21355",3.78266259522996e-24,2.45490014249924e-22,4.20351846025555e-23
"GSE22196_HEALTHY_VS_OBESE_MOUSE_SKIN_GAMMADELTA_TCELL_DN","GSE22196_HEALTHY_VS_OBESE_MOUSE_SKIN_GAMMADELTA_TCELL_DN","133/6767","200/21355",3.78266259522996e-24,2.45490014249924e-22,4.20351846025555e-23
"GSE24634_TREG_VS_TCONV_POST_DAY3_IL4_CONVERSION_UP","GSE24634_TREG_VS_TCONV_POST_DAY3_IL4_CONVERSION_UP","133/6767","200/21355",3.78266259522996e-24,2.45490014249924e-22,4.20351846025555e-23
"GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_VA24NEG_NKTCELL_UP","GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_VA24NEG_NKTCELL_UP","133/6767","200/21355",3.78266259522996e-24,2.45490014249924e-22,4.20351846025555e-23
"GSE42088_UNINF_VS_LEISHMANIA_INF_DC_24H_UP","GSE42088_UNINF_VS_LEISHMANIA_INF_DC_24H_UP","133/6767","200/21355",3.78266259522996e-24,2.45490014249924e-22,4.20351846025555e-23
"GSE45382_UNTREATED_VS_TGFB_TREATED_MACROPHAGES_UP","GSE45382_UNTREATED_VS_TGFB_TREATED_MACROPHAGES_UP","132/6767","198/21355",3.92565308710846e-24,2.50515261576221e-22,4.28956562583164e-23
"HARALAMBIEVA_PBMC_FLUARIX_AGE_50_74YO_CORR_WITH_28D_MEM_B_CELL_RESPONSE_AT_0DY_NEGATIVE","HARALAMBIEVA_PBMC_FLUARIX_AGE_50_74YO_CORR_WITH_28D_MEM_B_CELL_RESPONSE_AT_0DY_NEGATIVE","239/6767","435/21355",3.95781864397775e-24,2.50515261576221e-22,4.28956562583164e-23
"GSE21670_STAT3_KO_VS_WT_CD4_TCELL_DN","GSE21670_STAT3_KO_VS_WT_CD4_TCELL_DN","132/6767","199/21355",8.03860439568749e-24,4.96553310080599e-22,8.50246806087935e-23
"GSE22140_HEALTHY_VS_ARTHRITIC_MOUSE_CD4_TCELL_DN","GSE22140_HEALTHY_VS_ARTHRITIC_MOUSE_CD4_TCELL_DN","132/6767","199/21355",8.03860439568749e-24,4.96553310080599e-22,8.50246806087935e-23
"GSE9988_ANTI_TREM1_AND_LPS_VS_CTRL_TREATED_MONOCYTES_DN","GSE9988_ANTI_TREM1_AND_LPS_VS_CTRL_TREATED_MONOCYTES_DN","131/6767","197/21355",8.36287234568708e-24,5.10433887099258e-22,8.74014478233462e-23
"GSE36888_UNTREATED_VS_IL2_TREATED_TCELL_6H_UP","GSE36888_UNTREATED_VS_IL2_TREATED_TCELL_6H_UP","130/6767","195/21355",8.67894352680061e-24,5.2349345249302e-22,8.96376334532719e-23
"GSE14415_INDUCED_TREG_VS_TCONV_UP","GSE14415_INDUCED_TREG_VS_TCONV_UP","122/6767","179/21355",1.05797019975573e-23,6.30722466761352e-22,1.07998426755971e-22
"GSE6269_E_COLI_VS_STAPH_AUREUS_INF_PBMC_DN","GSE6269_E_COLI_VS_STAPH_AUREUS_INF_PBMC_DN","120/6767","175/21355",1.07755908846652e-23,6.35016717996306e-22,1.0873373016105e-22
"GSE3982_EOSINOPHIL_VS_CENT_MEMORY_CD4_TCELL_UP","GSE3982_EOSINOPHIL_VS_CENT_MEMORY_CD4_TCELL_UP","132/6767","200/21355",1.63001384789286e-23,9.18360549246889e-22,1.57250612971966e-22
"GSE3982_NEUTROPHIL_VS_CENT_MEMORY_CD4_TCELL_UP","GSE3982_NEUTROPHIL_VS_CENT_MEMORY_CD4_TCELL_UP","132/6767","200/21355",1.63001384789286e-23,9.18360549246889e-22,1.57250612971966e-22
"GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_DN","GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_DN","132/6767","200/21355",1.63001384789286e-23,9.18360549246889e-22,1.57250612971966e-22
"GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_UP","GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_UP","132/6767","200/21355",1.63001384789286e-23,9.18360549246889e-22,1.57250612971966e-22
"GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_A3R_INH_AND_TCELL_MEMBRANES_ACT_MAST_CELL_UP","GSE19888_ADENOSINE_A3R_INH_PRETREAT_AND_ACT_BY_A3R_VS_A3R_INH_AND_TCELL_MEMBRANES_ACT_MAST_CELL_UP","129/6767","194/21355",1.84865375537769e-23,1.03022258737189e-21,1.76404717618421e-22
"GSE3982_NEUTROPHIL_VS_EFF_MEMORY_CD4_TCELL_UP","GSE3982_NEUTROPHIL_VS_EFF_MEMORY_CD4_TCELL_UP","131/6767","199/21355",3.43769128744476e-23,1.89516593878809e-21,3.24508719154378e-22
"GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_DN","GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_DN","130/6767","197/21355",3.60201976175431e-23,1.9646335445228e-21,3.36403637323975e-22
"NAKAYA_B_CELL_FLUARIX_FLUVIRIN_AGE_18_50YO_7DY_UP","NAKAYA_B_CELL_FLUARIX_FLUVIRIN_AGE_18_50YO_7DY_UP","207/6767","367/21355",6.19398700315295e-23,3.34279698580686e-21,5.72386167382777e-22
"GSE22886_NAIVE_CD4_TCELL_VS_DC_DN","GSE22886_NAIVE_CD4_TCELL_VS_DC_DN","131/6767","200/21355",6.8696586002171e-23,3.45301369052089e-21,5.91258542062029e-22
"GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_DN","GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_DN","131/6767","200/21355",6.8696586002171e-23,3.45301369052089e-21,5.91258542062029e-22
"GSE24210_RESTING_TREG_VS_TCONV_UP","GSE24210_RESTING_TREG_VS_TCONV_UP","131/6767","200/21355",6.8696586002171e-23,3.45301369052089e-21,5.91258542062029e-22
"GSE31082_DN_VS_CD8_SP_THYMOCYTE_UP","GSE31082_DN_VS_CD8_SP_THYMOCYTE_UP","131/6767","200/21355",6.8696586002171e-23,3.45301369052089e-21,5.91258542062029e-22
"GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_DN","GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_DN","131/6767","200/21355",6.8696586002171e-23,3.45301369052089e-21,5.91258542062029e-22
"GSE37532_WT_VS_PPARG_KO_VISCERAL_ADIPOSE_TISSUE_TCONV_DN","GSE37532_WT_VS_PPARG_KO_VISCERAL_ADIPOSE_TISSUE_TCONV_DN","131/6767","200/21355",6.8696586002171e-23,3.45301369052089e-21,5.91258542062029e-22
"GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_UP","GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_UP","131/6767","200/21355",6.8696586002171e-23,3.45301369052089e-21,5.91258542062029e-22
"GSE45365_NK_CELL_VS_CD8_TCELL_MCMV_INFECTION_UP","GSE45365_NK_CELL_VS_CD8_TCELL_MCMV_INFECTION_UP","130/6767","198/21355",7.23084897914408e-23,3.5992779335992e-21,6.16303326377738e-22
"GSE11057_CD4_EFF_MEM_VS_PBMC_DN","GSE11057_CD4_EFF_MEM_VS_PBMC_DN","128/6767","194/21355",7.95866168360379e-23,3.92346715883044e-21,6.71814154263721e-22
"GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_INFAB_CD8_TCELL_DN","GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_INFAB_CD8_TCELL_DN","130/6767","199/21355",1.43773779635051e-22,6.95403932253683e-21,1.19073815507083e-21
"GSE25085_FETAL_BM_VS_ADULT_BM_SP4_THYMIC_IMPLANT_DN","GSE25085_FETAL_BM_VS_ADULT_BM_SP4_THYMIC_IMPLANT_DN","130/6767","199/21355",1.43773779635051e-22,6.95403932253683e-21,1.19073815507083e-21
"GSE14000_UNSTIM_VS_16H_LPS_DC_TRANSLATED_RNA_UP","GSE14000_UNSTIM_VS_16H_LPS_DC_TRANSLATED_RNA_UP","129/6767","197/21355",1.51685712202556e-22,7.13479492167436e-21,1.22168888437404e-21
"GSE34156_UNTREATED_VS_6H_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_UP","GSE34156_UNTREATED_VS_6H_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_UP","129/6767","197/21355",1.51685712202556e-22,7.13479492167436e-21,1.22168888437404e-21
"GSE36888_STAT5_AB_KNOCKIN_VS_WT_TCELL_IL2_TREATED_17H_DN","GSE36888_STAT5_AB_KNOCKIN_VS_WT_TCELL_IL2_TREATED_17H_DN","129/6767","197/21355",1.51685712202556e-22,7.13479492167436e-21,1.22168888437404e-21
