"GeneName","Treatment","Fraction","avgExon_reads","avgIntron_reads","ExonCount","IntronCount","IntronExon_Ratio"
"NEK4","GSK591","Cytoplasm",116.766666666667,35.1666666666667,20,6,0.29861307670535
"NEK4","GSK591","Nucleoplasm",40.0666666666667,14.3333333333333,20,6,0.349025974025974
"NEK6","DMSO","Chromatin",102.047619047619,165.410256410256,14,13,1.60518271008105
"NEK6","DMSO","Cytoplasm",291.02380952381,38.025641025641,14,13,0.130214180438396
"NEK6","DMSO","Nucleoplasm",72.9047619047619,11.2051282051282,14,13,0.15161578112609
"NEK6","GSK591","Chromatin",86.4523809523809,245.102564102564,14,13,2.80269743868982
"NEK6","GSK591","Cytoplasm",226.690476190476,34.6666666666667,14,13,0.152253476942382
"NEK6","GSK591","Nucleoplasm",62.5238095238095,14.7435897435897,14,13,0.23209549071618
"NEK7","DMSO","Chromatin",51.2666666666667,39.3333333333333,10,3,0.752551020408163
"NEK7","DMSO","Cytoplasm",117.466666666667,1.66666666666667,10,3,0.0140686550365785
"NEK7","DMSO","Nucleoplasm",34.6333333333333,1,10,3,0.0280636108512629
"NEK7","GSK591","Chromatin",42.2666666666667,56.2222222222222,10,3,1.29943502824859
"NEK7","GSK591","Cytoplasm",116.1,2.55555555555556,10,3,0.0218237024385615
"NEK7","GSK591","Nucleoplasm",40.5666666666667,0.555555555555556,10,3,0.0133654103180968
"NEK8","DMSO","Chromatin",42.4047619047619,17.3333333333333,14,3,0.3993417443774
"NEK8","DMSO","Cytoplasm",20.3095238095238,2.55555555555556,14,3,0.119925512104283
"NEK8","DMSO","Nucleoplasm",7.73809523809524,1.44444444444444,14,3,0.165304268846503
"NEK8","GSK591","Chromatin",59.2857142857143,29.7777777777778,14,3,0.493944181147973
"NEK8","GSK591","Cytoplasm",14.547619047619,3.66666666666667,14,3,0.23583460949464
"NEK8","GSK591","Nucleoplasm",8.04761904761905,1.22222222222222,14,3,0.135087719298246
"NEK9","DMSO","Chromatin",186.5,66.5833333333333,24,8,0.355111111111111
"NEK9","DMSO","Cytoplasm",160.194444444444,21.25,24,8,0.13182836463898
"NEK9","DMSO","Nucleoplasm",65.4166666666667,8.25,24,8,0.124215809284818
"NEK9","GSK591","Chromatin",221.513888888889,105.625,24,8,0.474689470070532
"NEK9","GSK591","Cytoplasm",147.194444444444,22.625,24,8,0.152671040299906
"NEK9","GSK591","Nucleoplasm",105.888888888889,10.125,24,8,0.0947245322245322
"NELFA","DMSO","Chromatin",114.636363636364,60.5833333333333,11,4,0.523912473794549
"NELFA","DMSO","Cytoplasm",143.484848484848,7.5,11,4,0.0519085570469799
"NELFA","DMSO","Nucleoplasm",74.1818181818182,3.5,11,4,0.0465538089480048
"NELFA","GSK591","Chromatin",120.515151515152,62.4166666666667,11,4,0.513653366583541
"NELFA","GSK591","Cytoplasm",142,6.75,11,4,0.0472027972027972
"NELFA","GSK591","Nucleoplasm",95.2121212121212,4.66666666666667,11,4,0.048503937007874
"NELFB","DMSO","Chromatin",274.076923076923,66.3809523809524,13,7,0.241317779908384
"NELFB","DMSO","Cytoplasm",644.871794871795,13.5238095238095,13,7,0.0209388451875252
"NELFB","DMSO","Nucleoplasm",213.538461538462,5.04761904761905,13,7,0.023527804811419
"NELFB","GSK591","Chromatin",296.538461538462,76.1428571428571,13,7,0.25590929236224
"NELFB","GSK591","Cytoplasm",665.74358974359,11.952380952381,13,7,0.0179265029859192
"NELFB","GSK591","Nucleoplasm",250.512820512821,4.42857142857143,13,7,0.0176077363354354
"NELFCD","DMSO","Chromatin",218.422222222222,50.7142857142857,15,7,0.231126479354148
"NELFCD","DMSO","Cytoplasm",393.733333333333,2.47619047619048,15,7,0.00627307163365262
"NELFCD","DMSO","Nucleoplasm",149.777777777778,1.47619047619048,15,7,0.0097905042636067
"NELFCD","GSK591","Chromatin",262.866666666667,73.8571428571429,15,7,0.279903270049809
"NELFCD","GSK591","Cytoplasm",480.8,4.04761904761905,15,7,0.00840103579829607
"NELFCD","GSK591","Nucleoplasm",238.377777777778,2.0952380952381,15,7,0.00875285130762294
"NELFE","DMSO","Chromatin",237.787878787879,33.3333333333333,11,3,0.139593908629442
"NELFE","DMSO","Cytoplasm",720.606060606061,7.55555555555556,11,3,0.0104704713111886
"NELFE","DMSO","Nucleoplasm",287.090909090909,4.55555555555556,11,3,0.0158129097857719
"NELFE","GSK591","Chromatin",242.515151515152,57.3333333333333,11,3,0.235440517670483
"NELFE","GSK591","Cytoplasm",623.636363636364,8.11111111111111,11,3,0.0129853328805446
"NELFE","GSK591","Nucleoplasm",269.575757575758,6.11111111111111,11,3,0.0225855825587038
"NEMF","DMSO","Chromatin",110.180952380952,50.4242424242424,35,11,0.45353310386718
"NEMF","DMSO","Cytoplasm",34.5333333333333,4.03030303030303,35,11,0.11342316220365
"NEMF","DMSO","Nucleoplasm",51.1428571428571,4.51515151515152,35,11,0.0865919468659195
"NEMF","GSK591","Chromatin",112.12380952381,54.8787878787879,35,11,0.485121462137795
"NEMF","GSK591","Cytoplasm",71.3142857142857,6.66666666666667,35,11,0.0921901751613328
"NEMF","GSK591","Nucleoplasm",69.4761904761905,6.45454545454545,35,11,0.0915847665847666
"NEMP1","DMSO","Chromatin",276.366666666667,103.761904761905,10,7,0.374096519992446
"NEMP1","DMSO","Cytoplasm",43.1333333333333,3.38095238095238,10,7,0.0766076823478636
"NEMP1","DMSO","Nucleoplasm",130.3,9.14285714285714,10,7,0.0696333369600696
"NEMP1","GSK591","Chromatin",246.733333333333,98.3333333333333,10,7,0.396932185145318
"NEMP1","GSK591","Cytoplasm",36.6666666666667,3.23809523809524,10,7,0.0859671302149178
"NEMP1","GSK591","Nucleoplasm",187.033333333333,16.1428571428571,10,7,0.0858510395826474
"NEMP2","DMSO","Chromatin",45.3666666666667,26.3333333333333,10,1,0.567936736161035
