"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue"
"GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN","GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN","148/4231","200/21355",6.66843390681777e-62,3.41823922063479e-58,6.78074437261681e-59
"GSE22886_NAIVE_CD8_TCELL_VS_MONOCYTE_DN","GSE22886_NAIVE_CD8_TCELL_VS_MONOCYTE_DN","143/4231","200/21355",1.13410511974624e-56,2.90671142190961e-53,5.76602918776246e-54
"GSE22886_NAIVE_CD4_TCELL_VS_MONOCYTE_DN","GSE22886_NAIVE_CD4_TCELL_VS_MONOCYTE_DN","142/4231","200/21355",1.17012831722179e-55,1.49951943851972e-52,2.9745893537796e-53
"GSE22886_NAIVE_TCELL_VS_MONOCYTE_DN","GSE22886_NAIVE_TCELL_VS_MONOCYTE_DN","142/4231","200/21355",1.17012831722179e-55,1.49951943851972e-52,2.9745893537796e-53
"GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN","GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN","140/4231","200/21355",1.15809861417438e-53,1.18728269925157e-50,2.35520686587884e-51
"GSE29618_MONOCYTE_VS_MDC_UP","GSE29618_MONOCYTE_VS_MDC_UP","139/4231","200/21355",1.11142590118822e-52,8.13881309927258e-50,1.61449236172604e-50
"GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_UP","GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_UP","139/4231","200/21355",1.11142590118822e-52,8.13881309927258e-50,1.61449236172604e-50
"GSE29618_BCELL_VS_MONOCYTE_DN","GSE29618_BCELL_VS_MONOCYTE_DN","138/4231","200/21355",1.04166886694026e-51,6.67449326491973e-49,1.32401595455828e-49
"GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_DN","GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_DN","137/4231","200/21355",9.53639296278147e-51,5.43150559191309e-48,1.07744509965461e-48
"NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_CORRELATED_WITH_HAI_28DY_RESPONSE_AT_3DY_POSITIVE","NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_CORRELATED_WITH_HAI_28DY_RESPONSE_AT_3DY_POSITIVE","221/4231","426/21355",3.54582053441671e-50,1.81758760594201e-47,3.60553961710163e-48
"GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP","GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP","136/4231","200/21355",8.52964770152971e-50,3.97481582891284e-47,7.88482265997866e-48
"GSE22886_NAIVE_BCELL_VS_MONOCYTE_DN","GSE22886_NAIVE_BCELL_VS_MONOCYTE_DN","133/4231","200/21355",5.3179519711211e-47,2.27165181699723e-44,4.50626456500262e-45
"GSE29618_MONOCYTE_VS_PDC_UP","GSE29618_MONOCYTE_VS_PDC_UP","132/4231","199/21355",1.82716880588684e-46,7.20466715305842e-44,1.42918628865319e-44
"GSE10325_BCELL_VS_MYELOID_DN","GSE10325_BCELL_VS_MYELOID_DN","131/4231","200/21355",3.46620737587428e-45,1.26912707205225e-42,2.51756114668764e-43
"GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP","GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP","129/4231","197/21355",1.70621935792849e-44,5.83072028582763e-42,1.15663712263784e-42
"GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_UP","GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_UP","124/4231","187/21355",1.07558226597636e-43,3.44589668462175e-41,6.83560834824448e-42
"GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_DN","GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_DN","129/4231","200/21355",2.06696481430246e-43,6.23250684594967e-41,1.23633932545894e-41
"QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_EXPANSION_OF_VZV_SPECIFIC_T_CELLS_TO_PEAK_AT_1DY_POSITIVE","QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_EXPANSION_OF_VZV_SPECIFIC_T_CELLS_TO_PEAK_AT_1DY_POSITIVE","147/4231","248/21355",8.49244693801835e-43,2.33842699754832e-40,4.63872616307303e-41
"FLETCHER_PBMC_BCG_10W_INFANT_BCG_STIMULATED_VS_UNSTIMULATED_10W_DN","FLETCHER_PBMC_BCG_10W_INFANT_BCG_STIMULATED_VS_UNSTIMULATED_10W_DN","150/4231","256/21355",8.66759909352674e-43,2.33842699754832e-40,4.63872616307303e-41
"GSE29618_PDC_VS_MDC_DN","GSE29618_PDC_VS_MDC_DN","128/4231","200/21355",1.54434374067626e-42,3.95815300735324e-40,7.85176870259612e-41
"GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_DN","GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_DN","127/4231","200/21355",1.12896767812011e-41,2.75575634192556e-39,5.46658033616053e-40
"GSE6269_FLU_VS_STAPH_AUREUS_INF_PBMC_DN","GSE6269_FLU_VS_STAPH_AUREUS_INF_PBMC_DN","113/4231","167/21355",3.05502418076751e-41,7.11820634118831e-39,1.41203509981886e-39
"GSE33292_WT_VS_TCF1_KO_DN3_THYMOCYTE_DN","GSE33292_WT_VS_TCF1_KO_DN3_THYMOCYTE_DN","126/4231","200/21355",8.07609693927036e-41,1.79991621350869e-38,3.57048496262479e-39
"GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP","GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP","125/4231","200/21355",5.65401910835437e-40,1.20760424789269e-37,2.39551862222382e-38
"GSE9988_ANTI_TREM1_VS_VEHICLE_TREATED_MONOCYTES_DN","GSE9988_ANTI_TREM1_VS_VEHICLE_TREATED_MONOCYTES_DN","123/4231","197/21355",2.74724940952065e-39,5.63296018928113e-37,1.11740754930398e-37
"GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_DN","GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_DN","123/4231","198/21355",5.85782782111204e-39,1.15489328503924e-36,2.29095614380333e-37
"GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_UP","GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_UP","123/4231","199/21355",1.23881946308811e-38,2.35192169177394e-36,4.66549552180551e-37
"HOWARD_PBMC_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_19_39YO_AS03_ADJUVANT_VS_BUFFER_1DY_UP","HOWARD_PBMC_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_19_39YO_AS03_ADJUVANT_VS_BUFFER_1DY_UP","186/4231","377/21355",2.08783979895819e-38,3.82223814623561e-36,7.5821550593745e-37
"GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_DN","GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_DN","123/4231","200/21355",2.5988222734552e-38,4.44052099124378e-36,8.80863970581657e-37
"GSE39556_CD8A_DC_VS_NK_CELL_MOUSE_3H_POST_POLYIC_INJ_UP","GSE39556_CD8A_DC_VS_NK_CELL_MOUSE_3H_POST_POLYIC_INJ_UP","123/4231","200/21355",2.5988222734552e-38,4.44052099124378e-36,8.80863970581657e-37
"GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_DN","GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_DN","121/4231","197/21355",1.25419617649444e-37,2.07387406474532e-35,4.11393380812777e-36
"GSE29618_BCELL_VS_MDC_DN","GSE29618_BCELL_VS_MDC_DN","122/4231","200/21355",1.70661066637725e-37,2.73377696120305e-35,5.42297994644875e-36
"GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP","GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP","121/4231","200/21355",1.0972784008801e-36,1.70443911603376e-34,3.38108751275974e-35
"GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_DN","GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_DN","120/4231","200/21355",6.9082042337722e-36,1.04151337947989e-33,2.06604498136964e-34
"GSE34156_UNTREATED_VS_6H_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_UP","GSE34156_UNTREATED_VS_6H_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_UP","118/4231","197/21355",3.29271140478047e-35,4.82241104597276e-33,9.56619313388851e-34
"GSE34156_UNTREATED_VS_24H_NOD2_LIGAND_TREATED_MONOCYTE_DN","GSE34156_UNTREATED_VS_24H_NOD2_LIGAND_TREATED_MONOCYTE_DN","118/4231","200/21355",2.57166733779475e-34,3.66176854820441e-32,7.2638323049992e-33
"QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_CONTRACTION_OF_VZV_SPECIFIC_T_CELLS_PEAK_TO_28DY_AT_1DYPOSITIVE","QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_CONTRACTION_OF_VZV_SPECIFIC_T_CELLS_PEAK_TO_28DY_AT_1DYPOSITIVE","151/4231","294/21355",6.37820980192459e-34,8.83640633639607e-32,1.75287358994571e-32
"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_DN","GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_DN","116/4231","197/21355",1.21384953015881e-33,1.63741912936686e-31,3.24814029399837e-32
"GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_UP","GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_UP","116/4231","200/21355",8.80993199695906e-33,1.15794131836954e-30,2.29700251256746e-31
"GSE11057_CD4_CENT_MEM_VS_PBMC_DN","GSE11057_CD4_CENT_MEM_VS_PBMC_DN","114/4231","195/21355",1.11197866497889e-32,1.40298798265395e-30,2.78310037834715e-31
"SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_5_TO_7DY_UP","SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_5_TO_7DY_UP","146/4231","285/21355",1.12217142584494e-32,1.40298798265395e-30,2.78310037834715e-31
"FLETCHER_PBMC_BCG_10W_INFANT_PPD_STIMULATED_VS_UNSTIMULATED_10W_DN","FLETCHER_PBMC_BCG_10W_INFANT_PPD_STIMULATED_VS_UNSTIMULATED_10W_DN","108/4231","181/21355",3.99481365582803e-32,4.87557495232725e-30,9.67165411410996e-31
"GSE22313_HEALTHY_VS_SLE_MOUSE_CD4_TCELL_DN","GSE22313_HEALTHY_VS_SLE_MOUSE_CD4_TCELL_DN","115/4231","200/21355",4.99917686445036e-32,5.95948386213315e-30,1.18217989010013e-30
"GSE14415_TCONV_VS_FOXP3_KO_INDUCED_TREG_DN","GSE14415_TCONV_VS_FOXP3_KO_INDUCED_TREG_DN","109/4231","185/21355",1.00788846183252e-31,1.17419005803489e-29,2.3292350577278e-30
"GSE10325_CD4_TCELL_VS_MYELOID_DN","GSE10325_CD4_TCELL_VS_MYELOID_DN","114/4231","200/21355",2.77904369215359e-31,3.1656395479954e-29,6.27966364121723e-30
"GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_DN","GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_DN","113/4231","199/21355",8.15400650531513e-31,9.08639942309682e-29,1.80246459591177e-29
"GSE11057_NAIVE_CD4_VS_PBMC_CD4_TCELL_DN","GSE11057_NAIVE_CD4_VS_PBMC_CD4_TCELL_DN","112/4231","197/21355",1.28191665928606e-30,1.39810740329794e-28,2.77341879702201e-29
"GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_DN","GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_DN","113/4231","200/21355",1.51352800442493e-30,1.5833356225882e-28,3.14085510692693e-29
"GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_YOUNG_DN","GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_YOUNG_DN","113/4231","200/21355",1.51352800442493e-30,1.5833356225882e-28,3.14085510692693e-29
"HOEK_NK_CELL_2011_2012_TIV_3D_VS_0DY_ADULT_3D_DN","HOEK_NK_CELL_2011_2012_TIV_3D_VS_0DY_ADULT_3D_DN","133/4231","258/21355",3.11796580686432e-30,3.1965385451973e-28,6.34095783038092e-29
"GSE11057_PBMC_VS_MEM_CD4_TCELL_UP","GSE11057_PBMC_VS_MEM_CD4_TCELL_UP","111/4231","197/21355",6.93660011746419e-30,6.97196317688655e-28,1.38302491506097e-28
"GSE12845_IGD_POS_BLOOD_VS_PRE_GC_TONSIL_BCELL_DN","GSE12845_IGD_POS_BLOOD_VS_PRE_GC_TONSIL_BCELL_DN","112/4231","200/21355",8.07623945705125e-30,7.81109499185749e-28,1.54948308153158e-28
"GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_DN","GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_YOUNG_DN","112/4231","200/21355",8.07623945705125e-30,7.81109499185749e-28,1.54948308153158e-28
"GSE14415_NATURAL_TREG_VS_TCONV_DN","GSE14415_NATURAL_TREG_VS_TCONV_DN","104/4231","180/21355",2.47723965739658e-29,2.35154268218794e-27,4.66474368234911e-28
"GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_UP","GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_UP","111/4231","200/21355",4.22255343691748e-29,3.93541980320709e-27,7.806672957057e-28
"GSE14415_INDUCED_VS_NATURAL_TREG_DN","GSE14415_INDUCED_VS_NATURAL_TREG_DN","104/4231","181/21355",4.7012812869518e-29,4.30335140659195e-27,8.53653707367564e-28
"GSE3982_NEUTROPHIL_VS_CENT_MEMORY_CD4_TCELL_UP","GSE3982_NEUTROPHIL_VS_CENT_MEMORY_CD4_TCELL_UP","110/4231","200/21355",2.16326722079579e-28,1.91188065065504e-26,3.79258826731168e-27
"GSE42088_UNINF_VS_LEISHMANIA_INF_DC_24H_UP","GSE42088_UNINF_VS_LEISHMANIA_INF_DC_24H_UP","110/4231","200/21355",2.16326722079579e-28,1.91188065065504e-26,3.79258826731168e-27
"GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY10_DN","GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY10_DN","109/4231","199/21355",6.12033126083068e-28,5.31742678695222e-26,1.05481534307983e-26
"GSE4984_UNTREATED_VS_GALECTIN1_TREATED_DC_UP","GSE4984_UNTREATED_VS_GALECTIN1_TREATED_DC_UP","106/4231","191/21355",7.55868651638039e-28,6.45763784716098e-26,1.28099845172341e-26
"GSE42088_2H_VS_24H_LEISHMANIA_INF_DC_UP","GSE42088_2H_VS_24H_LEISHMANIA_INF_DC_UP","109/4231","200/21355",1.08601112648289e-27,8.9788597328247e-26,1.78113200030981e-26
"GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_DN","GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_DN","109/4231","200/21355",1.08601112648289e-27,8.9788597328247e-26,1.78113200030981e-26
"GSE11057_CD4_EFF_MEM_VS_PBMC_DN","GSE11057_CD4_EFF_MEM_VS_PBMC_DN","106/4231","194/21355",4.34288774175599e-27,3.53359405781606e-25,7.00957319722019e-26
"GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_DN","GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_DN","108/4231","200/21355",5.34276131936168e-27,4.27921789422624e-25,8.48866354359108e-26
"GSE6269_E_COLI_VS_STAPH_AUREUS_INF_PBMC_DN","GSE6269_E_COLI_VS_STAPH_AUREUS_INF_PBMC_DN","99/4231","175/21355",5.48394721347574e-27,4.32472514096564e-25,8.57893604569646e-26
"GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_DN","GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_DN","107/4231","198/21355",8.49568601347279e-27,6.59831613713053e-25,1.30890473509007e-25
"GSE3982_NEUTROPHIL_VS_NKCELL_UP","GSE3982_NEUTROPHIL_VS_NKCELL_UP","107/4231","199/21355",1.4836098713629e-26,1.1350722687472e-24,2.25163729102366e-25
"GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_DN","GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_DN","106/4231","197/21355",2.36058889614296e-26,1.77946745318071e-24,3.52992085708066e-25
"GSE22886_NAIVE_CD4_TCELL_VS_DC_DN","GSE22886_NAIVE_CD4_TCELL_VS_DC_DN","107/4231","200/21355",2.57585406618727e-26,1.83386499212166e-24,3.63782898821184e-25
"GSE22886_NAIVE_CD8_TCELL_VS_DC_DN","GSE22886_NAIVE_CD8_TCELL_VS_DC_DN","107/4231","200/21355",2.57585406618727e-26,1.83386499212166e-24,3.63782898821184e-25
"GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_DN","GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_DN","107/4231","200/21355",2.57585406618727e-26,1.83386499212166e-24,3.63782898821184e-25
"GSE36826_WT_VS_IL1R_KO_SKIN_STAPH_AUREUS_INF_UP","GSE36826_WT_VS_IL1R_KO_SKIN_STAPH_AUREUS_INF_UP","107/4231","200/21355",2.57585406618727e-26,1.83386499212166e-24,3.63782898821184e-25
"GSE45365_NK_CELL_VS_CD8_TCELL_MCMV_INFECTION_UP","GSE45365_NK_CELL_VS_CD8_TCELL_MCMV_INFECTION_UP","106/4231","198/21355",4.10154706188569e-26,2.88007263551042e-24,5.71318595786817e-25
"GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_1H_DN","GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_1H_DN","106/4231","199/21355",7.08543246183647e-26,4.90809821613158e-24,9.73617035296448e-25
"GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_DN","GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_DN","106/4231","200/21355",1.21707017165051e-25,8.1022099998448e-24,1.60723142284947e-24
"GSE18893_TCONV_VS_TREG_24H_TNF_STIM_UP","GSE18893_TCONV_VS_TREG_24H_TNF_STIM_UP","106/4231","200/21355",1.21707017165051e-25,8.1022099998448e-24,1.60723142284947e-24
"GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_DN","GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_DN","106/4231","200/21355",1.21707017165051e-25,8.1022099998448e-24,1.60723142284947e-24
"GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_UP","GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_UP","105/4231","199/21355",3.31600704530539e-25,2.15162684990322e-23,4.26817162660228e-24
"GSE45365_NK_CELL_VS_CD11B_DC_DN","GSE45365_NK_CELL_VS_CD11B_DC_DN","105/4231","199/21355",3.31600704530539e-25,2.15162684990322e-23,4.26817162660228e-24
"GSE22886_DC_VS_MONOCYTE_DN","GSE22886_DC_VS_MONOCYTE_DN","105/4231","200/21355",5.6358846425028e-25,3.48066803343004e-23,6.90458410229259e-24
"GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_DN","GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_DN","105/4231","200/21355",5.6358846425028e-25,3.48066803343004e-23,6.90458410229259e-24
"GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_VA24NEG_NKTCELL_UP","GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_VA24NEG_NKTCELL_UP","105/4231","200/21355",5.6358846425028e-25,3.48066803343004e-23,6.90458410229259e-24
"GSE30962_ACUTE_VS_CHRONIC_LCMV_SECONDARY_INF_CD8_TCELL_DN","GSE30962_ACUTE_VS_CHRONIC_LCMV_SECONDARY_INF_CD8_TCELL_DN","105/4231","200/21355",5.6358846425028e-25,3.48066803343004e-23,6.90458410229259e-24
"HOWARD_NK_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_3DY_UP","HOWARD_NK_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_3DY_UP","53/4231","68/21355",7.5616041573359e-25,4.61437891791712e-23,9.1535208220382e-24
"GSE25088_WT_VS_STAT6_KO_MACROPHAGE_DN","GSE25088_WT_VS_STAT6_KO_MACROPHAGE_DN","104/4231","199/21355",1.52082606063209e-24,9.17147574917657e-23,1.81934114497907e-23
"GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_UP","GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_UP","91/4231","163/21355",2.3621993353e-24,1.40798067357533e-22,2.79300435483452e-23
"GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_UP","GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_UP","104/4231","200/21355",2.5578334567124e-24,1.4731971122593e-22,2.92237388431008e-23
"GSE24634_TEFF_VS_TCONV_DAY7_IN_CULTURE_UP","GSE24634_TEFF_VS_TCONV_DAY7_IN_CULTURE_UP","104/4231","200/21355",2.5578334567124e-24,1.4731971122593e-22,2.92237388431008e-23
"GSE3982_EOSINOPHIL_VS_CENT_MEMORY_CD4_TCELL_UP","GSE3982_EOSINOPHIL_VS_CENT_MEMORY_CD4_TCELL_UP","104/4231","200/21355",2.5578334567124e-24,1.4731971122593e-22,2.92237388431008e-23
"GSE36888_UNTREATED_VS_IL2_TREATED_TCELL_6H_UP","GSE36888_UNTREATED_VS_IL2_TREATED_TCELL_6H_UP","102/4231","195/21355",3.87477265907723e-24,2.20689829449221e-22,4.37781332008024e-23
"GSE6269_HEALTHY_VS_STAPH_PNEUMO_INF_PBMC_DN","GSE6269_HEALTHY_VS_STAPH_PNEUMO_INF_PBMC_DN","93/4231","170/21355",5.4876901754915e-24,3.09119778456807e-22,6.1319938803063e-23
"THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_70PLS_NONRESPONDER_2DY_DN","THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_70PLS_NONRESPONDER_2DY_DN","85/4231","148/21355",5.58782891265586e-24,3.11339250068195e-22,6.17602142977753e-23
"GSE3982_EOSINOPHIL_VS_NEUTROPHIL_DN","GSE3982_EOSINOPHIL_VS_NEUTROPHIL_DN","102/4231","196/21355",6.52231281129754e-24,3.59498660975389e-22,7.13135730131684e-23
"GSE24634_TREG_VS_TCONV_POST_DAY3_IL4_CONVERSION_DN","GSE24634_TREG_VS_TCONV_POST_DAY3_IL4_CONVERSION_DN","103/4231","200/21355",1.13777417223436e-23,6.13918990197191e-22,1.21782808906193e-22
"GSE40274_CTRL_VS_FOXP3_TRANSDUCED_ACTIVATED_CD4_TCELL_UP","GSE40274_CTRL_VS_FOXP3_TRANSDUCED_ACTIVATED_CD4_TCELL_UP","103/4231","200/21355",1.13777417223436e-23,6.13918990197191e-22,1.21782808906193e-22
"GSE14415_ACT_TCONV_VS_ACT_NATURAL_TREG_DN","GSE14415_ACT_TCONV_VS_ACT_NATURAL_TREG_DN","95/4231","178/21355",2.04028384806342e-23,1.08942656303886e-21,2.16109012854086e-22
"NAKAYA_MONOCYTE_FLUMIST_AGE_18_50YO_7DY_UP","NAKAYA_MONOCYTE_FLUMIST_AGE_18_50YO_7DY_UP","188/4231","478/21355",2.24606119613804e-23,1.18693914344367e-21,2.35452535590813e-22
"GSE11386_NAIVE_VS_MEMORY_BCELL_UP","GSE11386_NAIVE_VS_MEMORY_BCELL_UP","97/4231","185/21355",4.00714287384267e-23,2.0959810582977e-21,4.15778734278412e-22
"HARALAMBIEVA_PBMC_FLUARIX_AGE_50_74YO_CORR_WITH_28D_MEM_B_CELL_RESPONSE_AT_0DY_NEGATIVE","HARALAMBIEVA_PBMC_FLUARIX_AGE_50_74YO_CORR_WITH_28D_MEM_B_CELL_RESPONSE_AT_0DY_NEGATIVE","175/4231","435/21355",4.17621398768709e-23,2.1623507980691e-21,4.28944466996888e-22
"GSE36888_STAT5_AB_KNOCKIN_VS_WT_TCELL_IL2_TREATED_17H_DN","GSE36888_STAT5_AB_KNOCKIN_VS_WT_TCELL_IL2_TREATED_17H_DN","101/4231","197/21355",4.81174590348375e-23,2.46650095012577e-21,4.89278583448979e-22
"GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_UP","GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_UP","102/4231","200/21355",4.96045880161213e-23,2.46867105020037e-21,4.8970906513616e-22
"GSE24574_BCL6_LOW_TFH_VS_TCONV_CD4_TCELL_DN","GSE24574_BCL6_LOW_TFH_VS_TCONV_CD4_TCELL_DN","102/4231","200/21355",4.96045880161213e-23,2.46867105020037e-21,4.8970906513616e-22
"KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_DN","KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_DN","102/4231","200/21355",4.96045880161213e-23,2.46867105020037e-21,4.8970906513616e-22
"GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_2H_UP","GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_2H_UP","95/4231","182/21355",1.72146516947471e-22,8.48483697954553e-21,1.68313294910179e-21
"GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_IL6_TREATED_DN","GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_IL6_TREATED_DN","101/4231","200/21355",2.11970936903992e-22,9.78885605918795e-21,1.94181057419873e-21
"GSE22886_NAIVE_TCELL_VS_DC_DN","GSE22886_NAIVE_TCELL_VS_DC_DN","101/4231","200/21355",2.11970936903992e-22,9.78885605918795e-21,1.94181057419873e-21
"GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_UP","GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_UP","101/4231","200/21355",2.11970936903992e-22,9.78885605918795e-21,1.94181057419873e-21
"GSE369_PRE_VS_POST_IL6_INJECTION_SOCS3_KO_LIVER_DN","GSE369_PRE_VS_POST_IL6_INJECTION_SOCS3_KO_LIVER_DN","101/4231","200/21355",2.11970936903992e-22,9.78885605918795e-21,1.94181057419873e-21
"GSE43863_TH1_VS_TFH_MEMORY_CD4_TCELL_DN","GSE43863_TH1_VS_TFH_MEMORY_CD4_TCELL_DN","101/4231","200/21355",2.11970936903992e-22,9.78885605918795e-21,1.94181057419873e-21
"GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_UP","GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_UP","101/4231","200/21355",2.11970936903992e-22,9.78885605918795e-21,1.94181057419873e-21
"GSE7852_LN_VS_THYMUS_TCONV_DN","GSE7852_LN_VS_THYMUS_TCONV_DN","101/4231","200/21355",2.11970936903992e-22,9.78885605918795e-21,1.94181057419873e-21
"GSE2405_S_AUREUS_VS_UNTREATED_NEUTROPHIL_DN","GSE2405_S_AUREUS_VS_UNTREATED_NEUTROPHIL_DN","100/4231","199/21355",5.49895163569952e-22,2.4944801844775e-20,4.94828810441149e-21
