"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue"
"GSE24726_WT_VS_E2_2_KO_PDC_DAY4_POST_DELETION_UP","GSE24726_WT_VS_E2_2_KO_PDC_DAY4_POST_DELETION_UP","83/4231","200/21355",1.54363915569358e-12,1.50146002126856e-11,2.97843887825827e-12
"GSE24726_WT_VS_E2_2_KO_PDC_UP","GSE24726_WT_VS_E2_2_KO_PDC_UP","83/4231","200/21355",1.54363915569358e-12,1.50146002126856e-11,2.97843887825827e-12
"GSE26030_UNSTIM_VS_RESTIM_TH1_DAY5_POST_POLARIZATION_UP","GSE26030_UNSTIM_VS_RESTIM_TH1_DAY5_POST_POLARIZATION_UP","83/4231","200/21355",1.54363915569358e-12,1.50146002126856e-11,2.97843887825827e-12
"GSE26343_UNSTIM_VS_LPS_STIM_NFAT5_KO_MACROPHAGE_DN","GSE26343_UNSTIM_VS_LPS_STIM_NFAT5_KO_MACROPHAGE_DN","83/4231","200/21355",1.54363915569358e-12,1.50146002126856e-11,2.97843887825827e-12
"GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN","GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN","83/4231","200/21355",1.54363915569358e-12,1.50146002126856e-11,2.97843887825827e-12
"GSE29164_UNTREATED_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_DN","GSE29164_UNTREATED_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_DN","83/4231","200/21355",1.54363915569358e-12,1.50146002126856e-11,2.97843887825827e-12
"GSE32533_MIR17_KO_VS_MIR17_OVEREXPRESS_ACT_CD4_TCELL_UP","GSE32533_MIR17_KO_VS_MIR17_OVEREXPRESS_ACT_CD4_TCELL_UP","83/4231","200/21355",1.54363915569358e-12,1.50146002126856e-11,2.97843887825827e-12
"GSE360_CTRL_VS_L_DONOVANI_MAC_UP","GSE360_CTRL_VS_L_DONOVANI_MAC_UP","83/4231","200/21355",1.54363915569358e-12,1.50146002126856e-11,2.97843887825827e-12
"GSE360_DC_VS_MAC_B_MALAYI_HIGH_DOSE_DN","GSE360_DC_VS_MAC_B_MALAYI_HIGH_DOSE_DN","83/4231","200/21355",1.54363915569358e-12,1.50146002126856e-11,2.97843887825827e-12
"GSE36078_UNTREATED_VS_AD5_INF_MOUSE_LUNG_DC_DN","GSE36078_UNTREATED_VS_AD5_INF_MOUSE_LUNG_DC_DN","83/4231","200/21355",1.54363915569358e-12,1.50146002126856e-11,2.97843887825827e-12
"GSE36078_UNTREATED_VS_AD5_T425A_HEXON_INF_MOUSE_LUNG_DC_DN","GSE36078_UNTREATED_VS_AD5_T425A_HEXON_INF_MOUSE_LUNG_DC_DN","83/4231","200/21355",1.54363915569358e-12,1.50146002126856e-11,2.97843887825827e-12
"GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_OLD_DN","GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_OLD_DN","83/4231","200/21355",1.54363915569358e-12,1.50146002126856e-11,2.97843887825827e-12
"GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY3_POST_IMMUNIZATION_DN","GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY3_POST_IMMUNIZATION_DN","83/4231","200/21355",1.54363915569358e-12,1.50146002126856e-11,2.97843887825827e-12
"GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY6_POST_IMMUNIZATION_UP","GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY6_POST_IMMUNIZATION_UP","83/4231","200/21355",1.54363915569358e-12,1.50146002126856e-11,2.97843887825827e-12
"GSE3982_MAC_VS_CENT_MEMORY_CD4_TCELL_UP","GSE3982_MAC_VS_CENT_MEMORY_CD4_TCELL_UP","83/4231","200/21355",1.54363915569358e-12,1.50146002126856e-11,2.97843887825827e-12
"GSE411_WT_VS_SOCS3_KO_MACROPHAGE_IL6_STIM_100MIN_UP","GSE411_WT_VS_SOCS3_KO_MACROPHAGE_IL6_STIM_100MIN_UP","83/4231","200/21355",1.54363915569358e-12,1.50146002126856e-11,2.97843887825827e-12
"GSE43260_BTLA_POS_VS_NEG_INTRATUMORAL_CD8_TCELL_UP","GSE43260_BTLA_POS_VS_NEG_INTRATUMORAL_CD8_TCELL_UP","83/4231","200/21355",1.54363915569358e-12,1.50146002126856e-11,2.97843887825827e-12
"GSE46606_IRF4_KO_VS_WT_UNSTIM_BCELL_DN","GSE46606_IRF4_KO_VS_WT_UNSTIM_BCELL_DN","83/4231","200/21355",1.54363915569358e-12,1.50146002126856e-11,2.97843887825827e-12
"GSE6674_ANTI_IGM_VS_CPG_STIM_BCELL_UP","GSE6674_ANTI_IGM_VS_CPG_STIM_BCELL_UP","83/4231","200/21355",1.54363915569358e-12,1.50146002126856e-11,2.97843887825827e-12
"KAECH_NAIVE_VS_DAY15_EFF_CD8_TCELL_DN","KAECH_NAIVE_VS_DAY15_EFF_CD8_TCELL_DN","83/4231","200/21355",1.54363915569358e-12,1.50146002126856e-11,2.97843887825827e-12
"GSE40274_CTRL_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP","GSE40274_CTRL_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP","82/4231","197/21355",1.73646490534214e-12,1.68581801226966e-11,3.34414892057517e-12
"GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_2MO_UP","GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_2MO_UP","118/4231","324/21355",1.89153249619418e-12,1.83289141313636e-11,3.63589770435494e-12
"GSE21360_PRIMARY_VS_QUATERNARY_MEMORY_CD8_TCELL_UP","GSE21360_PRIMARY_VS_QUATERNARY_MEMORY_CD8_TCELL_UP","75/4231","174/21355",1.91305031276797e-12,1.85024451004691e-11,3.67032095756477e-12
"GSE35825_UNTREATED_VS_IFNG_STIM_MACROPHAGE_DN","GSE35825_UNTREATED_VS_IFNG_STIM_MACROPHAGE_DN","77/4231","181/21355",2.18927527618874e-12,2.11341338337918e-11,4.19236776052794e-12
"GSE12003_4D_VS_8D_CULTURE_MIR223_KO_BM_PROGENITOR_DN","GSE12003_4D_VS_8D_CULTURE_MIR223_KO_BM_PROGENITOR_DN","73/4231","168/21355",2.33055225641358e-12,2.24556595232632e-11,4.45451816322818e-12
"GSE13738_RESTING_VS_BYSTANDER_ACTIVATED_CD4_TCELL_DN","GSE13738_RESTING_VS_BYSTANDER_ACTIVATED_CD4_TCELL_DN","82/4231","198/21355",2.3931618457745e-12,2.28442227587339e-11,4.53159726162535e-12
"GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_DN","GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_DN","82/4231","198/21355",2.3931618457745e-12,2.28442227587339e-11,4.53159726162535e-12
"GSE2706_UNSTIM_VS_8H_LPS_AND_R848_DC_UP","GSE2706_UNSTIM_VS_8H_LPS_AND_R848_DC_UP","82/4231","198/21355",2.3931618457745e-12,2.28442227587339e-11,4.53159726162535e-12
"GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_6H_UP","GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_6H_UP","82/4231","198/21355",2.3931618457745e-12,2.28442227587339e-11,4.53159726162535e-12
"GSE29618_BCELL_VS_PDC_DN","GSE29618_BCELL_VS_PDC_DN","82/4231","198/21355",2.3931618457745e-12,2.28442227587339e-11,4.53159726162535e-12
"GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_DN","GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_DN","76/4231","178/21355",2.43499474622104e-12,2.31572969742654e-11,4.59370164017094e-12
"GSE15330_MEGAKARYOCYTE_ERYTHROID_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP","GSE15330_MEGAKARYOCYTE_ERYTHROID_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP","76/4231","178/21355",2.43499474622104e-12,2.31572969742654e-11,4.59370164017094e-12
"GSE19941_IL10_KO_VS_IL10_KO_AND_NFKBP50_KO_LPS_AND_IL10_STIM_MACROPHAGE_DN","GSE19941_IL10_KO_VS_IL10_KO_AND_NFKBP50_KO_LPS_AND_IL10_STIM_MACROPHAGE_DN","72/4231","165/21355",2.56395111243321e-12,2.42935552723339e-11,4.81910064132791e-12
"GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_PPARG_KO_TCONV_CD4_TCELL_UP","GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_PPARG_KO_TCONV_CD4_TCELL_UP","72/4231","165/21355",2.56395111243321e-12,2.42935552723339e-11,4.81910064132791e-12
"GSE37416_CTRL_VS_3H_F_TULARENSIS_LVS_NEUTROPHIL_UP","GSE37416_CTRL_VS_3H_F_TULARENSIS_LVS_NEUTROPHIL_UP","81/4231","195/21355",2.69439232234011e-12,2.54823893806557e-11,5.05492908017196e-12
"GSE19941_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_UP","GSE19941_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_UP","77/4231","182/21355",3.0642064129444e-12,2.89265599866538e-11,5.73814751362662e-12
"GSE14769_UNSTIM_VS_120MIN_LPS_BMDM_UP","GSE14769_UNSTIM_VS_120MIN_LPS_BMDM_UP","82/4231","199/21355",3.28655677374244e-12,3.06865027726844e-11,6.08726650069063e-12
"GSE22140_GERMFREE_VS_SPF_ARTHRITIC_MOUSE_CD4_TCELL_DN","GSE22140_GERMFREE_VS_SPF_ARTHRITIC_MOUSE_CD4_TCELL_DN","82/4231","199/21355",3.28655677374244e-12,3.06865027726844e-11,6.08726650069063e-12
"GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_DN","GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_DN","82/4231","199/21355",3.28655677374244e-12,3.06865027726844e-11,6.08726650069063e-12
"GSE2405_HEAT_KILLED_LYSATE_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_UP","GSE2405_HEAT_KILLED_LYSATE_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_UP","82/4231","199/21355",3.28655677374244e-12,3.06865027726844e-11,6.08726650069063e-12
"GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_HET_2H_DN","GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_HET_2H_DN","82/4231","199/21355",3.28655677374244e-12,3.06865027726844e-11,6.08726650069063e-12
"GSE360_HIGH_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_MAC_UP","GSE360_HIGH_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_MAC_UP","82/4231","199/21355",3.28655677374244e-12,3.06865027726844e-11,6.08726650069063e-12
"GSE17974_0.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_DN","GSE17974_0.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_DN","81/4231","196/21355",3.70790357994009e-12,3.45576613650416e-11,6.8551863315256e-12
"GSE11973_MIR223_KOVS_WT_BONE_MARROW_NEUTROPHIL_UP","GSE11973_MIR223_KOVS_WT_BONE_MARROW_NEUTROPHIL_UP","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP","GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDC_UP","GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDC_UP","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE19198_1H_VS_24H_IL21_TREATED_TCELL_DN","GSE19198_1H_VS_24H_IL21_TREATED_TCELL_DN","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE19401_PAM2CSK4_VS_RETINOIC_ACID_AND_PAM2CSK4_STIM_FOLLICULAR_DC_DN","GSE19401_PAM2CSK4_VS_RETINOIC_ACID_AND_PAM2CSK4_STIM_FOLLICULAR_DC_DN","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE20715_0H_VS_48H_OZONE_LUNG_UP","GSE20715_0H_VS_48H_OZONE_LUNG_UP","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_DN","GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_DN","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE23308_CTRL_VS_CORTICOSTERONE_TREATED_MACROPHAGE_MINERALCORTICOID_REC_KO_UP","GSE23308_CTRL_VS_CORTICOSTERONE_TREATED_MACROPHAGE_MINERALCORTICOID_REC_KO_UP","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE24292_WT_VS_PPARG_KO_MACROPHAGE_DN","GSE24292_WT_VS_PPARG_KO_MACROPHAGE_DN","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE24574_BCL6_HIGH_TFH_VS_NAIVE_CD4_TCELL_DN","GSE24574_BCL6_HIGH_TFH_VS_NAIVE_CD4_TCELL_DN","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_UP","GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_UP","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE25123_WT_VS_PPARG_KO_MACROPHAGE_IL4_STIM_DN","GSE25123_WT_VS_PPARG_KO_MACROPHAGE_IL4_STIM_DN","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE27786_LSK_VS_NKCELL_DN","GSE27786_LSK_VS_NKCELL_DN","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_NKTCELL_UP","GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_NKTCELL_UP","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE28737_WT_VS_BCL6_HET_FOLLICULAR_BCELL_DN","GSE28737_WT_VS_BCL6_HET_FOLLICULAR_BCELL_DN","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE32986_CURDLAN_HIGHDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN","GSE32986_CURDLAN_HIGHDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE32986_UNSTIM_VS_CURDLAN_LOWDOSE_STIM_DC_UP","GSE32986_UNSTIM_VS_CURDLAN_LOWDOSE_STIM_DC_UP","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE360_T_GONDII_VS_B_MALAYI_HIGH_DOSE_DC_DN","GSE360_T_GONDII_VS_B_MALAYI_HIGH_DOSE_DC_DN","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE36888_STAT5_AB_KNOCKIN_VS_WT_TCELL_IL2_TREATED_6H_DN","GSE36888_STAT5_AB_KNOCKIN_VS_WT_TCELL_IL2_TREATED_6H_DN","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE37533_UNTREATED_VS_PIOGLIZATONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN","GSE37533_UNTREATED_VS_PIOGLIZATONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE38304_MYC_NEG_VS_POS_GC_BCELL_DN","GSE38304_MYC_NEG_VS_POS_GC_BCELL_DN","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE3982_NKCELL_VS_TH1_DN","GSE3982_NKCELL_VS_TH1_DN","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE40443_INDUCED_VS_TOTAL_TREG_DN","GSE40443_INDUCED_VS_TOTAL_TREG_DN","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE42021_TREG_PLN_VS_CD24INT_TREG_THYMUS_UP","GSE42021_TREG_PLN_VS_CD24INT_TREG_THYMUS_UP","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE45739_NRAS_KO_VS_WT_ACD3_ACD28_STIM_CD4_TCELL_UP","GSE45739_NRAS_KO_VS_WT_ACD3_ACD28_STIM_CD4_TCELL_UP","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4_KO_BCELL_UP","GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4_KO_BCELL_UP","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE7509_DC_VS_MONOCYTE_UP","GSE7509_DC_VS_MONOCYTE_UP","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE7831_UNSTIM_VS_CPG_STIM_PDC_1H_UP","GSE7831_UNSTIM_VS_CPG_STIM_PDC_1H_UP","82/4231","200/21355",4.4977368134036e-12,3.98882334005309e-11,7.91260929110887e-12
"GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_CD4_TCELL_DN","GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_CD4_TCELL_DN","73/4231","170/21355",4.68916378027736e-12,4.15140821031118e-11,8.23512810062345e-12
"GSE13485_DAY7_VS_DAY21_YF17D_VACCINE_PBMC_UP","GSE13485_DAY7_VS_DAY21_YF17D_VACCINE_PBMC_UP","81/4231","197/21355",5.08451161996107e-12,4.48592195592435e-11,8.89870137672325e-12
"GSE26290_CTRL_VS_AKT_INHIBITOR_TREATED_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_DN","GSE26290_CTRL_VS_AKT_INHIBITOR_TREATED_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_DN","81/4231","197/21355",5.08451161996107e-12,4.48592195592435e-11,8.89870137672325e-12
"GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_DN","GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_DN","81/4231","198/21355",6.94775377132096e-12,6.07750611464015e-11,1.20559190643004e-11
"GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_6H_UP","GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_6H_UP","81/4231","198/21355",6.94775377132096e-12,6.07750611464015e-11,1.20559190643004e-11
"GSE17974_0H_VS_24H_IN_VITRO_ACT_CD4_TCELL_DN","GSE17974_0H_VS_24H_IN_VITRO_ACT_CD4_TCELL_DN","81/4231","198/21355",6.94775377132096e-12,6.07750611464015e-11,1.20559190643004e-11
"GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_72H_CD4_TCELL_DN","GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_72H_CD4_TCELL_DN","81/4231","198/21355",6.94775377132096e-12,6.07750611464015e-11,1.20559190643004e-11
"GSE9988_ANTI_TREM1_VS_LOW_LPS_MONOCYTE_UP","GSE9988_ANTI_TREM1_VS_LOW_LPS_MONOCYTE_UP","81/4231","198/21355",6.94775377132096e-12,6.07750611464015e-11,1.20559190643004e-11
"GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_3DY_UP","GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_3DY_UP","87/4231","219/21355",7.86515964131277e-12,6.86828080432185e-11,1.36245749368029e-11
"GSE8685_IL2_ACT_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_UP","GSE8685_IL2_ACT_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_UP","74/4231","175/21355",8.31173400390825e-12,7.23360755586311e-11,1.43492718215984e-11
"GSE9509_10MIN_VS_30MIN_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_UP","GSE9509_10MIN_VS_30MIN_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_UP","74/4231","175/21355",8.31173400390825e-12,7.23360755586311e-11,1.43492718215984e-11
"GSE1112_HY_CD8AB_VS_HY_CD8AA_THYMOCYTE_RTOC_CULTURE_DN","GSE1112_HY_CD8AB_VS_HY_CD8AA_THYMOCYTE_RTOC_CULTURE_DN","79/4231","192/21355",8.88388415203212e-12,7.71843901073163e-11,1.53110296001124e-11
"GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_UP","GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_UP","81/4231","199/21355",9.46094832050601e-12,8.1370505186097e-11,1.61414271946464e-11
"GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN","GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN","81/4231","199/21355",9.46094832050601e-12,8.1370505186097e-11,1.61414271946464e-11
"GSE20754_WT_VS_TCF1_KO_MEMORY_CD8_TCELL_DN","GSE20754_WT_VS_TCF1_KO_MEMORY_CD8_TCELL_DN","81/4231","199/21355",9.46094832050601e-12,8.1370505186097e-11,1.61414271946464e-11
"GSE2405_0H_VS_12H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP","GSE2405_0H_VS_12H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP","81/4231","199/21355",9.46094832050601e-12,8.1370505186097e-11,1.61414271946464e-11
"GSE39820_CTRL_VS_TGFBETA1_IL6_IL23A_CD4_TCELL_DN","GSE39820_CTRL_VS_TGFBETA1_IL6_IL23A_CD4_TCELL_DN","81/4231","199/21355",9.46094832050601e-12,8.1370505186097e-11,1.61414271946464e-11
"GSE6674_ANTI_IGM_VS_CPG_STIM_BCELL_DN","GSE6674_ANTI_IGM_VS_CPG_STIM_BCELL_DN","81/4231","199/21355",9.46094832050601e-12,8.1370505186097e-11,1.61414271946464e-11
"GSE40274_CTRL_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP","GSE40274_CTRL_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP","72/4231","169/21355",1.0322488159892e-11,8.86316152556224e-11,1.75818100369491e-11
"GSE12845_IGD_POS_VS_NEG_BLOOD_BCELL_DN","GSE12845_IGD_POS_VS_NEG_BLOOD_BCELL_DN","80/4231","196/21355",1.07249234591988e-11,9.17795620231269e-11,1.82062666928847e-11
"GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_2H_DN","GSE2770_IL12_AND_TGFB_ACT_VS_ACT_CD4_TCELL_2H_DN","80/4231","196/21355",1.07249234591988e-11,9.17795620231269e-11,1.82062666928847e-11
"ANDERSON_BLOOD_CN54GP140_ADJUVANTED_WITH_GLA_AF_AGE_18_45YO_1DY_DN","ANDERSON_BLOOD_CN54GP140_ADJUVANTED_WITH_GLA_AF_AGE_18_45YO_1DY_DN","45/4231","85/21355",1.09799364473036e-11,9.38052570481301e-11,1.86081028212197e-11
"GSE32255_UNSTIM_VS_4H_LPS_STIM_DC_UP","GSE32255_UNSTIM_VS_4H_LPS_STIM_DC_UP","77/4231","186/21355",1.13060694576305e-11,9.64308020629185e-11,1.91289308977513e-11
"GSE12366_NAIVE_VS_MEMORY_BCELL_DN","GSE12366_NAIVE_VS_MEMORY_BCELL_DN","79/4231","193/21355",1.21448332079223e-11,1.02037351401691e-10,2.02410993395967e-11
"GSE21360_NAIVE_VS_SECONDARY_MEMORY_CD8_TCELL_UP","GSE21360_NAIVE_VS_SECONDARY_MEMORY_CD8_TCELL_UP","76/4231","183/21355",1.27302656536922e-11,1.02037351401691e-10,2.02410993395967e-11
"GSE14308_TH1_VS_TH17_UP","GSE14308_TH1_VS_TH17_UP","81/4231","200/21355",1.28392687581137e-11,1.02037351401691e-10,2.02410993395967e-11
"GSE14308_TH2_VS_TH17_UP","GSE14308_TH2_VS_TH17_UP","81/4231","200/21355",1.28392687581137e-11,1.02037351401691e-10,2.02410993395967e-11
"GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_UP","GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_UP","81/4231","200/21355",1.28392687581137e-11,1.02037351401691e-10,2.02410993395967e-11
"GSE14769_UNSTIM_VS_240MIN_LPS_BMDM_DN","GSE14769_UNSTIM_VS_240MIN_LPS_BMDM_DN","81/4231","200/21355",1.28392687581137e-11,1.02037351401691e-10,2.02410993395967e-11
"GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_DN","GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_DN","81/4231","200/21355",1.28392687581137e-11,1.02037351401691e-10,2.02410993395967e-11
"GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA5_STIM_CD8_TCELL_DN","GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA5_STIM_CD8_TCELL_DN","81/4231","200/21355",1.28392687581137e-11,1.02037351401691e-10,2.02410993395967e-11
"GSE17721_CTRL_VS_GARDIQUIMOD_6H_BMDC_UP","GSE17721_CTRL_VS_GARDIQUIMOD_6H_BMDC_UP","81/4231","200/21355",1.28392687581137e-11,1.02037351401691e-10,2.02410993395967e-11
"GSE17721_LPS_VS_CPG_8H_BMDC_DN","GSE17721_LPS_VS_CPG_8H_BMDC_DN","81/4231","200/21355",1.28392687581137e-11,1.02037351401691e-10,2.02410993395967e-11
"GSE17721_LPS_VS_PAM3CSK4_24H_BMDC_DN","GSE17721_LPS_VS_PAM3CSK4_24H_BMDC_DN","81/4231","200/21355",1.28392687581137e-11,1.02037351401691e-10,2.02410993395967e-11
"GSE17721_POLYIC_VS_GARDIQUIMOD_8H_BMDC_UP","GSE17721_POLYIC_VS_GARDIQUIMOD_8H_BMDC_UP","81/4231","200/21355",1.28392687581137e-11,1.02037351401691e-10,2.02410993395967e-11
"GSE19923_E2A_KO_VS_E2A_AND_HEB_KO_DP_THYMOCYTE_UP","GSE19923_E2A_KO_VS_E2A_AND_HEB_KO_DP_THYMOCYTE_UP","81/4231","200/21355",1.28392687581137e-11,1.02037351401691e-10,2.02410993395967e-11
