"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"STAMBPL1:10:88880638:88901655",112.893557811713,6.19639345657457,0.501650475845585,12.3520135132532,4.75073196460331e-35,7.27133516794455e-34
"STAMBPL1:10:88905660:88908701",19.4247092203426,6.3928740432859,0.961119126172248,6.65148977811539,2.90141007525789e-11,5.68903486811852e-11
"STAMBPL1:10:88908777:88910915",27.6037688206991,5.70126122223686,1.73602191958926,3.28409518215401,0.0010231036272337,0.00105677413439705
"STAMBPL1:10:88911011:88913100",31.9734841439632,6.54051438901139,0.817392588471895,8.00168056482969,1.22732442767805e-15,3.73505382280784e-15
"STAMBPL1:10:88913458:88914533",26.304545507303,4.41488347067079,0.782137067016134,5.64464165790485,1.65525644641769e-08,2.34110752258787e-08
"STAMBPL1:10:88914658:88916679",9.52588309042267,7.22743642700045,1.48173369861745,4.87768917838886,1.07335886232053e-06,1.26715953161504e-06
"STAMBPL1:10:88916817:88921282",13.1976112975354,7.69794354849521,1.43874683763168,5.3504503691329,8.77356125020961e-08,1.14487969429871e-07
"ACTA2:10:88948953:88990938",15.3514177916763,3.84644149852788,0.840904358411949,4.57417238958293,4.78106070158023e-06,5.40533077268514e-06
"ACTA2:10:88948953:88991021",27.6474303521399,3.03353255868445,0.690347963575234,4.39420802079885,1.11177318753309e-05,1.23243959755019e-05
"FAS:10:89003194:89010538",50.5499552002,2.1868347892484,0.444090541787795,4.92429940174983,8.46631267886448e-07,1.00766039968573e-06
"FAS:10:89007837:89010538",39.9573472487716,2.33511539313178,0.474425307050834,4.92198742020644,8.56697221760539e-07,1.01929868578745e-06
"FAS:10:89010600:89011998",35.9031282136563,2.22562047818637,0.495699597935969,4.48985733991631,7.12708904173016e-06,7.98120333769082e-06
"FAS:10:89010815:89013342",50.0119998344382,2.81123553465918,0.47858906785753,5.87400699987583,4.25385397854341e-09,6.44851694442316e-09
"FAS:10:89012081:89013342",17.7717655956465,4.43992716693046,0.773163936241841,5.74254302200365,9.3265172743629e-09,1.35738823804445e-08
"FAS:10:89012081:89014118",43.6268893920533,2.79884654600867,0.532340819859839,5.25762151162029,1.45930470428504e-07,1.86070285029044e-07
"LIPA:10:89216009:89222510",11.9478904654857,5.34309249739777,1.04752332947189,5.1006906930574,3.38416222216586e-07,4.16444717104007e-07
"LIPA:10:89228398:89245675",25.5378705224657,4.18475605158716,0.639807071039204,6.54065302027702,6.12507902023669e-11,1.15863847397998e-10
"LIPA:10:89228398:89251736",229.726346890423,2.25818256303974,0.326603170796105,6.91414770265502,4.70684568032122e-12,1.00528026038636e-11
"LIPA:10:89247649:89251706",19.5848052391991,3.3652342274015,0.654683643521946,5.14024485062409,2.74380681542164e-07,3.40730919078724e-07
"LIPA:10:89247649:89251736",22.9590840294177,3.10538023066897,0.607041790722606,5.11559546332455,3.12752717758697e-07,3.86127721044473e-07
"PANK1:10:89584465:89588651",16.7677483711361,8.04815468219548,1.41187180599569,5.70034379043337,1.19566051775395e-08,1.71798583301617e-08
"PANK1:10:89593320:89599251",28.3933946241188,3.0096002594652,0.651328442765648,4.62071063054753,3.82427863421284e-06,4.3475868350677e-06
"PANK1:10:89593989:89599251",15.636625271832,3.54843793638712,0.830840527071582,4.27090135924652,1.94684509570378e-05,2.13098445672743e-05
"PANK1:10:89612048:89643696",92.1264812061393,4.77322659975544,0.429624604870999,11.1102263362888,1.1187558696264e-28,1.01040905284577e-27
"PANK1:10:89612048:89644599",95.2012920887768,4.76435578158474,0.423086567353549,11.2609478750088,2.04546650114459e-29,1.96920787030534e-28
"FLJ37201:10:89694802:89697769",12.8533537699117,5.45904786013303,1.04235683745277,5.23721595521303,1.63016908993944e-07,2.06829248664249e-07
"KIF20B:10:89711145:89715130",15.8132621116459,3.84814760773823,0.778962436212403,4.94009393629983,7.80849439723867e-07,9.3219849645803e-07
