"","DMSO_Chromatin_rep1","DMSO_Chromatin_rep2","DMSO_Chromatin_rep3","DMSO_Cytoplasm_rep1","DMSO_Cytoplasm_rep2","DMSO_Cytoplasm_rep3","DMSO_Nucleoplasm_rep1","DMSO_Nucleoplasm_rep2","DMSO_Nucleoplasm_rep3","GSK591_Chromatin_rep1","GSK591_Chromatin_rep2","GSK591_Chromatin_rep3","GSK591_Cytoplasm_rep1","GSK591_Cytoplasm_rep2","GSK591_Cytoplasm_rep3","GSK591_Nucleoplasm_rep1","GSK591_Nucleoplasm_rep2","GSK591_Nucleoplasm_rep3"
"SAMD11:1:943058:943252",98.2805077741468,243.197939380651,137.27511429183,25.3454060890418,21.7312855957749,16.130348381088,1.38171584798587,5.11967580505402,3.10199264572902,235.212449023505,295.790472870024,241.738991214367,17.9916514885049,5.11285706762868,10.0814543309676,3.92084864974842,7.67526278031674,0.257961488234724
"SAMD11:1:943808:943907",72.8431998796618,217.598156287951,123.111808849022,90.5193074608636,58.4028300386451,80.6517419054401,4.69783388315197,10.239351610108,8.96131208766161,199.708683133164,232.856329706189,199.770416350762,91.957329830136,44.7374993417509,52.4235625210315,8.82190946193395,4.31733531392817,2.83757637058196
"NOC2L:1:944800:945056",243.96690753347,243.197939380651,175.407090484005,315.007189963805,119.522070776762,173.034646269853,26.8052874509259,74.9334367830634,57.5591968707496,725.608215383831,352.431201717476,307.209968001592,221.897035024893,71.5799989468015,252.03635827419,95.5706858376178,78.1917395744768,41.7897610940253
"NOC2L:1:945653:946172",27.7497904303473,47.3595987214953,42.4899163284236,10.8623168953036,2.71641069947187,4.39918592211492,0.276343169597175,2.32712536593364,2.06799509715268,106.511297671021,100.694629062136,94.0096076944761,13.9935067132816,3.83464280072151,10.0814543309676,2.45053040609276,3.35792746638857,0
"NOC2L:1:946545:948130",48.5621332531078,92.1592191337205,78.4429224524743,3.62077229843454,5.43282139894373,2.93279061474328,0.552686339194349,0,0,193.051727028726,155.237553137459,125.905724590816,1.99907238761165,5.11285706762868,10.0814543309676,2.94063648731132,1.91881569507918,0.773884464704172
"NOC2L:1:954082:955922",117.936609328976,202.238286432331,195.017821097124,43.4492675812145,21.7312855957749,27.8615108400611,5.52686339194349,5.11967580505402,2.75732679620357,312.876936908624,339.844373084709,216.557846296204,43.9795925274564,29.3989281388649,32.2606538590963,12.2526520304638,5.75644708523755,5.15922976469448
"NOC2L:1:957273:958928",83.249371291042,171.518546721091,166.691210211508,18.1038614921727,12.2238481476234,10.2647671516015,3.59246120476327,1.39627521956019,2.06799509715268,208.584624605749,234.954134478317,142.693154536258,11.9944343256699,8.94749986835019,20.1629086619352,1.47031824365566,1.91881569507918,0.515922976469448
"KLHL17:1:960800:961292",23.1248253586228,66.5594360410204,68.637557145915,0,0,0,0.276343169597175,0,0,99.8543415665822,121.672676783414,122.548238601728,9.99536193805826,7.66928560144302,16.1303269295482,1.47031824365566,0.479703923769796,0.257961488234724
"KLHL17:1:961552:961628",15.0311364831048,39.6796637936852,29.4160959196779,0,0,0,0,0.930850146373458,0.344665849525447,95.4163708302897,77.6187765687297,78.9009207435782,9.99536193805826,5.11285706762868,0,0.980212162437105,0.479703923769796,0.515922976469448
"KLHL17:1:962047:962354",72.8431998796618,113.919034762516,122.02232381496,27.1557922382591,4.0746160492078,13.1975577663447,0.276343169597175,3.2579755123071,0.689331699050893,208.584624605749,174.11779608661,151.08686950898,13.9935067132816,6.39107133453585,26.2117812605158,0.490106081218553,3.35792746638857,0
