"GeneName","Treatment","Fraction","avgExon_reads","avgIntron_reads","ExonCount","IntronCount","IntronExon_Ratio"
"Atg7","DMSO","Cytoplasm",12,8.33333333333333,7,1,0.641025641025641
"Atg7","DMSO","Nucleoplasm",40.4285714285714,33,7,1,0.796551724137931
"Atg7","GSK591","Chromatin",7.19047619047619,6.66666666666667,7,1,0.813953488372093
"Atg7","GSK591","Cytoplasm",10.1428571428571,9.33333333333333,7,1,0.837606837606838
"Atg7","GSK591","Nucleoplasm",35.6666666666667,31.6666666666667,7,1,0.863636363636364
"Atg8a","DMSO","Chromatin",390.5,20.6666666666667,4,2,0.0527884206045126
"Atg8a","DMSO","Cytoplasm",293.083333333333,13,4,2,0.044205157268348
"Atg8a","DMSO","Nucleoplasm",1411.5,79.5,4,2,0.056283185840708
"Atg8a","GSK591","Chromatin",242.416666666667,15.3333333333333,4,2,0.062992125984252
"Atg8a","GSK591","Cytoplasm",260.5,13.3333333333333,4,2,0.0509878903760357
"Atg8a","GSK591","Nucleoplasm",1192.58333333333,56.5,4,2,0.0473364518606437
"Atpalpha","DMSO","Chromatin",156.833333333333,54.4333333333333,12,10,0.344878563885956
"Atpalpha","DMSO","Cytoplasm",109.888888888889,35.8333333333333,12,10,0.32314629258517
"Atpalpha","DMSO","Nucleoplasm",486.138888888889,145.2,12,10,0.298066944175172
"Atpalpha","GSK591","Chromatin",94.4166666666667,28.5333333333333,12,10,0.299039301310044
"Atpalpha","GSK591","Cytoplasm",101.388888888889,33.3333333333333,12,10,0.32555615843733
"Atpalpha","GSK591","Nucleoplasm",459.305555555556,153.533333333333,12,10,0.333546557238549
"Axn","DMSO","Chromatin",32.8333333333333,15.3333333333333,14,1,0.45320197044335
"Axn","DMSO","Cytoplasm",25.5952380952381,9.66666666666667,14,1,0.363473589973142
"Axn","DMSO","Nucleoplasm",112,53.3333333333333,14,1,0.471976401179941
"Axn","GSK591","Chromatin",20.1428571428571,11.3333333333333,14,1,0.536036036036036
"Axn","GSK591","Cytoplasm",23.5952380952381,13,14,1,0.528557599225557
"Axn","GSK591","Nucleoplasm",101.47619047619,50.3333333333333,14,1,0.491171003717472
"B2M","DMSO","Chromatin",2021.5,63.3333333333333,4,1,0.0313143798928719
"B2M","DMSO","Cytoplasm",791.666666666667,6.33333333333333,4,1,0.00798990748528175
"B2M","DMSO","Nucleoplasm",3103.41666666667,26.3333333333333,4,1,0.00848253831906155
"B2M","GSK591","Chromatin",1634.91666666667,44.3333333333333,4,1,0.027099994906016
"B2M","GSK591","Cytoplasm",593.333333333333,1.33333333333333,4,1,0.00224340998317442
"B2M","GSK591","Nucleoplasm",2825.75,21.3333333333333,4,1,0.00754694731877008
"B3GALNT2","DMSO","Chromatin",105.717948717949,59.0555555555556,13,6,0.553379785359603
"B3GALNT2","DMSO","Cytoplasm",62.2307692307692,13.6111111111111,13,6,0.215260881319275
"B3GALNT2","DMSO","Nucleoplasm",65.7435897435897,9.44444444444444,13,6,0.141503393520297
"B3GALNT2","GSK591","Chromatin",91.6153846153846,77.3333333333333,13,6,0.83499446290144
"B3GALNT2","GSK591","Cytoplasm",55.025641025641,20.1111111111111,13,6,0.358962623951182
"B3GALNT2","GSK591","Nucleoplasm",66.8974358974359,11.2222222222222,13,6,0.165281973816717
"B3GAT3","DMSO","Chromatin",477.481481481481,166.333333333333,9,5,0.347627525350259
"B3GAT3","DMSO","Cytoplasm",232.851851851852,21.5333333333333,9,5,0.0920810896420653
"B3GAT3","DMSO","Nucleoplasm",435.296296296296,36.4,9,5,0.0834295415959253
"B3GAT3","GSK591","Chromatin",486.666666666667,206.133333333333,9,5,0.422693096377307
"B3GAT3","GSK591","Cytoplasm",202.592592592593,24.4,9,5,0.119847189376023
"B3GAT3","GSK591","Nucleoplasm",450.814814814815,43.4666666666667,9,5,0.0962046069349947
"B3GLCT","DMSO","Chromatin",103.25,46.3333333333333,4,1,0.444444444444444
"B3GLCT","DMSO","Cytoplasm",25.9166666666667,3,4,1,0.111455108359133
"B3GLCT","DMSO","Nucleoplasm",96.8333333333333,1,4,1,0.010221465076661
"B3GLCT","GSK591","Chromatin",78.3333333333333,49.3333333333333,4,1,0.621848739495798
"B3GLCT","GSK591","Cytoplasm",23,1.33333333333333,4,1,0.0555555555555556
"B3GLCT","GSK591","Nucleoplasm",84.5,2.33333333333333,4,1,0.0272904483430799
"B3GNT2","DMSO","Chromatin",451.333333333333,61.6666666666667,2,2,0.136330140014738
"B3GNT2","DMSO","Cytoplasm",242,1.16666666666667,2,2,0.00480109739368999
"B3GNT2","DMSO","Nucleoplasm",485.166666666667,0.833333333333333,2,2,0.00171408981830648
"B3GNT2","GSK591","Chromatin",390,65,2,2,0.166240409207161
"B3GNT2","GSK591","Cytoplasm",225.833333333333,1.83333333333333,2,2,0.00808229243203527
"B3GNT2","GSK591","Nucleoplasm",545,1.33333333333333,2,2,0.00244200244200244
"B3GNTL1","DMSO","Chromatin",52.1481481481481,120.416666666667,18,8,2.26567944250871
"B3GNTL1","DMSO","Cytoplasm",56.0555555555556,18.2916666666667,18,8,0.320593962999026
"B3GNTL1","DMSO","Nucleoplasm",28.3148148148148,8.25,18,8,0.281427668982944
"B3GNTL1","GSK591","Chromatin",47.6481481481481,111.083333333333,18,8,2.28340312143129
"B3GNTL1","GSK591","Cytoplasm",32.2222222222222,30.6666666666667,18,8,0.923076923076923
"B3GNTL1","GSK591","Nucleoplasm",14.4074074074074,12.5,18,8,0.811298076923077
"B4GALNT1","DMSO","Chromatin",337.435897435897,117.5,13,6,0.34718539283279
"B4GALNT1","DMSO","Cytoplasm",204.564102564103,68.1111111111111,13,6,0.331337574321234
"B4GALNT1","DMSO","Nucleoplasm",223.641025641026,57.6111111111111,13,6,0.256458547349998
"B4GALNT1","GSK591","Chromatin",258.179487179487,111.444444444444,13,6,0.429989447302467
"B4GALNT1","GSK591","Cytoplasm",152.948717948718,68.7222222222222,13,6,0.446396846546747
"B4GALNT1","GSK591","Nucleoplasm",248.692307692308,79.3333333333333,13,6,0.31772437872253
"B4GALNT4","DMSO","Chromatin",110.15,250.666666666667,20,1,2.25521067626331
"B4GALNT4","DMSO","Cytoplasm",56.25,23.3333333333333,20,1,0.407569141193595
"B4GALNT4","DMSO","Nucleoplasm",34.2833333333333,6,20,1,0.170051960321209
"B4GALNT4","GSK591","Chromatin",103.033333333333,271.333333333333,20,1,2.60813841717398
"B4GALNT4","GSK591","Cytoplasm",30.4333333333333,16.6666666666667,20,1,0.530222693531283
"B4GALNT4","GSK591","Nucleoplasm",19.2833333333333,9.66666666666667,20,1,0.47658175842235
"B4GALT1","DMSO","Chromatin",1220.47619047619,1293.33333333333,7,6,1.05882811586293
"B4GALT1","DMSO","Cytoplasm",758.619047619048,718.833333333333,7,6,0.946307673019057
"B4GALT1","DMSO","Nucleoplasm",1276.71428571429,1280.05555555556,7,6,1.00183238918704
"B4GALT1","GSK591","Chromatin",1020.57142857143,1139.05555555556,7,6,1.11500334063612
"B4GALT1","GSK591","Cytoplasm",665.857142857143,654.444444444444,7,6,0.981386270589355
"B4GALT1","GSK591","Nucleoplasm",1612,1540.61111111111,7,6,0.955121581593993
"B4GALT2","DMSO","Chromatin",171.142857142857,84.0833333333333,7,4,0.488450899031812
"B4GALT2","DMSO","Cytoplasm",543.238095238095,49.1666666666667,7,4,0.0903403622364161
"B4GALT2","DMSO","Nucleoplasm",135.809523809524,14.3333333333333,7,4,0.104768534632788
"B4GALT2","GSK591","Chromatin",133.333333333333,77.4166666666667,7,4,0.576302729528536
"B4GALT2","GSK591","Cytoplasm",482.47619047619,31.5,7,4,0.0651531567024525
"B4GALT2","GSK591","Nucleoplasm",134.952380952381,10.4166666666667,7,4,0.0766199649737303
"B4GALT3","DMSO","Chromatin",125.393939393939,49.6,11,5,0.392423879165668
"B4GALT3","DMSO","Cytoplasm",180.181818181818,32.8,11,5,0.181033617661816
"B4GALT3","DMSO","Nucleoplasm",104.848484848485,13.6,11,5,0.128485542513599
"B4GALT3","GSK591","Chromatin",104.606060606061,43.8666666666667,11,5,0.415380200860832
"B4GALT3","GSK591","Cytoplasm",166.848484848485,35.2,11,5,0.209712944574833
"B4GALT3","GSK591","Nucleoplasm",100.545454545455,20.0666666666667,11,5,0.197612652939421
"B4GALT4","DMSO","Chromatin",710.148148148148,143.416666666667,9,8,0.201669183896672
"B4GALT4","DMSO","Cytoplasm",369.037037037037,33.2083333333333,9,8,0.0897432689420479
"B4GALT4","DMSO","Nucleoplasm",661.777777777778,20.625,9,8,0.0311190276613579
"B4GALT4","GSK591","Chromatin",634.666666666667,165.333333333333,9,8,0.260094389092816
"B4GALT4","GSK591","Cytoplasm",322.37037037037,30.4166666666667,9,8,0.0940613904478296
"B4GALT4","GSK591","Nucleoplasm",708.444444444444,28.5416666666667,9,8,0.0402310101801096
"B4GALT5","DMSO","Chromatin",335.481481481481,118.833333333333,9,6,0.353164556962025
"B4GALT5","DMSO","Cytoplasm",466.851851851852,5.16666666666667,9,6,0.0110433818872704
"B4GALT5","DMSO","Nucleoplasm",273.444444444444,2.05555555555556,9,6,0.00748987854251012
"B4GALT5","GSK591","Chromatin",401.148148148148,243.388888888889,9,6,0.605221956161356
"B4GALT5","GSK591","Cytoplasm",536.851851851852,4.5,9,6,0.00836661616857182
"B4GALT5","GSK591","Nucleoplasm",441.074074074074,3.94444444444444,9,6,0.00892258713136729
"B4GALT6","DMSO","Chromatin",129,45.75,2,4,0.351923076923077
"B4GALT6","DMSO","Cytoplasm",136.333333333333,15,2,4,0.109223300970874
"B4GALT6","DMSO","Nucleoplasm",87.8333333333333,5.33333333333333,2,4,0.0600375234521576
"B4GALT6","GSK591","Chromatin",126.666666666667,40.3333333333333,2,4,0.315926892950392
"B4GALT6","GSK591","Cytoplasm",152.666666666667,18.25,2,4,0.118763557483731
"B4GALT6","GSK591","Nucleoplasm",115.166666666667,11.6666666666667,2,4,0.100430416068867
"B4GALT7","DMSO","Chromatin",122.888888888889,82,6,2,0.661883408071749
"B4GALT7","DMSO","Cytoplasm",235.944444444444,19.6666666666667,6,2,0.0830011723329426
"B4GALT7","DMSO","Nucleoplasm",106.055555555556,8.16666666666667,6,2,0.0762843798650752
"B4GALT7","GSK591","Chromatin",92.0555555555556,83.3333333333333,6,2,0.895522388059701
"B4GALT7","GSK591","Cytoplasm",178.333333333333,11.5,6,2,0.0641263940520446
"B4GALT7","GSK591","Nucleoplasm",93.7777777777778,4.33333333333333,6,2,0.0457209847596717
"B52","DMSO","Chromatin",193.509803921569,25.1666666666667,17,2,0.129385080645161
"B52","DMSO","Cytoplasm",184.254901960784,30,17,2,0.161939034716342
"B52","DMSO","Nucleoplasm",671,106.833333333333,17,2,0.158978174603175
"B52","GSK591","Chromatin",117.294117647059,20,17,2,0.16907011437096
"B52","GSK591","Cytoplasm",133.588235294118,20,17,2,0.148601398601399
"B52","GSK591","Nucleoplasm",570.235294117647,96,17,2,0.168056842755638
"B9D1","DMSO","Chromatin",169.416666666667,235.166666666667,16,10,1.3799511002445
"B9D1","DMSO","Cytoplasm",308.354166666667,200.3,16,10,0.647477944642737
"B9D1","DMSO","Nucleoplasm",129.1875,89.8,16,10,0.689774363898224
"B9D1","GSK591","Chromatin",115,161.3,16,10,1.39051724137931
"B9D1","GSK591","Cytoplasm",250.333333333333,163.933333333333,16,10,0.652254641909814
"B9D1","GSK591","Nucleoplasm",101.229166666667,67.3,16,10,0.65832484206236
"B9D2","DMSO","Chromatin",99.25,118.5,4,2,1.18204488778055
"B9D2","DMSO","Cytoplasm",254.833333333333,59,4,2,0.230618892508143
"B9D2","DMSO","Nucleoplasm",85.1666666666667,20,4,2,0.2321083172147
"B9D2","GSK591","Chromatin",99.1666666666667,120.166666666667,4,2,1.19966722129784
"B9D2","GSK591","Cytoplasm",292.333333333333,100.333333333333,4,2,0.342045454545455
"B9D2","GSK591","Nucleoplasm",106.833333333333,34.5,4,2,0.319938176197836
"BABAM1","DMSO","Chromatin",210.692307692308,176.5,13,8,0.833757267441861
"BABAM1","DMSO","Cytoplasm",511.153846153846,149.125,13,8,0.291172273956143
"BABAM1","DMSO","Nucleoplasm",188.74358974359,50.5833333333333,13,8,0.266587837837838
"BABAM1","GSK591","Chromatin",203.74358974359,178.791666666667,13,8,0.873246712586099
"BABAM1","GSK591","Cytoplasm",418.48717948718,110.208333333333,13,8,0.262721577017115
"BABAM1","GSK591","Nucleoplasm",188.794871794872,52.25,13,8,0.275297216968387
"BABAM2","DMSO","Chromatin",151.555555555556,242.633333333333,18,20,1.59045884923525
"BABAM2","DMSO","Cytoplasm",335.851851851852,78.4333333333333,18,20,0.23284222100055
"BABAM2","DMSO","Nucleoplasm",168.296296296296,41.1166666666667,18,20,0.24286808138263
"BABAM2","GSK591","Chromatin",118.018518518519,287.55,18,20,2.41601058036409
"BABAM2","GSK591","Cytoplasm",260.87037037037,64.0666666666667,18,20,0.244650307616152
"BABAM2","GSK591","Nucleoplasm",158.962962962963,35.5666666666667,18,20,0.22234313498495
"BACE1","DMSO","Chromatin",127.416666666667,70.3333333333333,4,1,0.54769630110318
"BACE1","DMSO","Cytoplasm",139.5,2,4,1,0.0142348754448399
"BACE1","DMSO","Nucleoplasm",73.5833333333333,0.333333333333333,4,1,0.00446927374301676
"BACE1","GSK591","Chromatin",89.0833333333333,108.333333333333,4,1,1.20259019426457
"BACE1","GSK591","Cytoplasm",79.4166666666667,3,4,1,0.0373056994818653
"BACE1","GSK591","Nucleoplasm",65.25,3,4,1,0.0452830188679245
"BACE2","DMSO","Chromatin",192.074074074074,197.333333333333,9,3,1.02206023403031
"BACE2","DMSO","Cytoplasm",146.259259259259,103.777777777778,9,3,0.704728370221328
"BACE2","DMSO","Nucleoplasm",197.962962962963,130.333333333333,9,3,0.655063291139241
"BACE2","GSK591","Chromatin",173.555555555556,223.444444444444,9,3,1.28007638446849
"BACE2","GSK591","Cytoplasm",125.740740740741,88.8888888888889,9,3,0.701344243132671
"BACE2","GSK591","Nucleoplasm",231.518518518519,145.666666666667,9,3,0.626473399171711
"BACH1","DMSO","Chromatin",108,90.9333333333333,3,5,0.834250764525994
"BACH1","DMSO","Cytoplasm",127.111111111111,59.9333333333333,3,5,0.467823070251518
"BACH1","DMSO","Nucleoplasm",55.6666666666667,33.1333333333333,3,5,0.584705882352941
"BACH1","GSK591","Chromatin",121.111111111111,112.2,3,5,0.918835304822566
"BACH1","GSK591","Cytoplasm",160.555555555556,82.7333333333333,3,5,0.512104539202201
"BACH1","GSK591","Nucleoplasm",79.5555555555556,45.9333333333333,3,5,0.570206896551724
"BAD","DMSO","Chromatin",195,47.3333333333333,6,2,0.241496598639456
"BAD","DMSO","Cytoplasm",1068.11111111111,59.6666666666667,6,2,0.0558096029931407
"BAD","DMSO","Nucleoplasm",310.833333333333,14.1666666666667,6,2,0.0454302512025655
"BAD","GSK591","Chromatin",176.611111111111,47.6666666666667,6,2,0.268376603065374
"BAD","GSK591","Cytoplasm",1101.77777777778,65.8333333333333,6,2,0.0596977329974811
"BAD","GSK591","Nucleoplasm",278.055555555556,16.1666666666667,6,2,0.0579335058729843
"BAG1","DMSO","Chromatin",321.619047619048,65.4666666666667,7,5,0.202922509225092
"BAG1","DMSO","Cytoplasm",1294.42857142857,22.8666666666667,7,5,0.0176518159094251
"BAG1","DMSO","Nucleoplasm",337.190476190476,7.13333333333333,7,5,0.0210926499577584
"BAG1","GSK591","Chromatin",294.142857142857,77.4,7,5,0.262245885769603
"BAG1","GSK591","Cytoplasm",1173.28571428571,21,7,5,0.0178832116788321
"BAG1","GSK591","Nucleoplasm",318.809523809524,7,7,5,0.0218880285884455
"BAG2","DMSO","Chromatin",259.333333333333,51,3,2,0.195902688860435
"BAG2","DMSO","Cytoplasm",609.222222222222,7.66666666666667,3,2,0.0125637290604516
"BAG2","DMSO","Nucleoplasm",265.555555555556,5.16666666666667,3,2,0.0193830762817841
"BAG2","GSK591","Chromatin",232.555555555556,61.1666666666667,3,2,0.261893434823977
"BAG2","GSK591","Cytoplasm",627.888888888889,9.83333333333333,3,2,0.0156360424028269
"BAG2","GSK591","Nucleoplasm",282.666666666667,5.5,3,2,0.0193889541715629
"BAG3","DMSO","Chromatin",666.75,107,4,3,0.160239610632722
"BAG3","DMSO","Cytoplasm",1067.58333333333,16.1111111111111,4,3,0.0150770750474408
"BAG3","DMSO","Nucleoplasm",535.416666666667,9.11111111111111,4,3,0.0169851380042463
"BAG3","GSK591","Chromatin",727.25,107.333333333333,4,3,0.147385284357478
"BAG3","GSK591","Cytoplasm",1147.08333333333,14.1111111111111,4,3,0.0122910164283468
"BAG3","GSK591","Nucleoplasm",813.833333333333,7.88888888888889,4,3,0.00968159814549669
"BAG4","DMSO","Chromatin",77.75,33.6666666666667,4,1,0.427513227513227
"BAG4","DMSO","Cytoplasm",195.083333333333,21.3333333333333,4,1,0.108797280067998
"BAG4","DMSO","Nucleoplasm",87.8333333333333,7.66666666666667,4,1,0.0863039399624766
"BAG4","GSK591","Chromatin",71.1666666666667,64,4,1,0.886836027713626
"BAG4","GSK591","Cytoplasm",207.416666666667,21,4,1,0.100759696121551
"BAG4","GSK591","Nucleoplasm",93.3333333333333,10.3333333333333,4,1,0.109540636042403
"BAG6","DMSO","Chromatin",350.075268817204,234.962962962963,31,9,0.669266632635699
"BAG6","DMSO","Cytoplasm",429.698924731183,255.222222222222,31,9,0.592576873465651
"BAG6","DMSO","Nucleoplasm",215.838709677419,145.777777777778,31,9,0.672286687163212
"BAG6","GSK591","Chromatin",327.688172043011,220.962962962963,31,9,0.672257117101399
"BAG6","GSK591","Cytoplasm",389.731182795699,229.37037037037,31,9,0.587028577369268
"BAG6","GSK591","Nucleoplasm",277.129032258065,169.814814814815,31,9,0.610561268761222
"BAHCC1","DMSO","Chromatin",72.7727272727273,98.8333333333333,22,2,1.33970014376669
"BAHCC1","DMSO","Cytoplasm",38.2424242424242,28.5,22,2,0.726254826254826
"BAHCC1","DMSO","Nucleoplasm",19.030303030303,9.16666666666667,22,2,0.457639939485628
"BAHCC1","GSK591","Chromatin",113.030303030303,135.666666666667,22,2,1.18974222694659
"BAHCC1","GSK591","Cytoplasm",32.7121212121212,34.6666666666667,22,2,1.02831460674157
"BAHCC1","GSK591","Nucleoplasm",25.1666666666667,11.5,22,2,0.439490445859873
"BAHD1","DMSO","Chromatin",74.6296296296296,72.4444444444444,9,3,0.957884427032321
"BAHD1","DMSO","Cytoplasm",90.5555555555556,65.4444444444444,9,3,0.714805825242718
"BAHD1","DMSO","Nucleoplasm",38.6296296296296,21.6666666666667,9,3,0.546728971962617
"BAHD1","GSK591","Chromatin",72.2962962962963,75.2222222222222,9,3,1.02627589691764
"BAHD1","GSK591","Cytoplasm",84.9259259259259,59.3333333333333,9,3,0.69051724137931
"BAHD1","GSK591","Nucleoplasm",49.4814814814815,30.1111111111111,9,3,0.596478356566398
"BAIAP2","DMSO","Chromatin",74.525641025641,98.9523809523809,26,14,1.31018260300216
"BAIAP2","DMSO","Cytoplasm",81.5641025641026,76.0714285714286,26,14,0.921362023070098
"BAIAP2","DMSO","Nucleoplasm",50.3461538461538,48.8809523809524,26,14,0.951988585696451
"BAIAP2","GSK591","Chromatin",64.0128205128205,99.6904761904762,26,14,1.5333971884948
"BAIAP2","GSK591","Cytoplasm",55.5,54.5952380952381,26,14,0.966287399915719
"BAIAP2","GSK591","Nucleoplasm",45.7564102564103,42.8571428571429,26,14,0.91660464569705
"BAIAP2L1","DMSO","Chromatin",392.119047619048,306.333333333333,14,5,0.779238083701775
"BAIAP2L1","DMSO","Cytoplasm",554.261904761905,27.5333333333333,14,5,0.0495862098537799
"BAIAP2L1","DMSO","Nucleoplasm",222.904761904762,14.2666666666667,14,5,0.063717566992769
"BAIAP2L1","GSK591","Chromatin",419.285714285714,425.733333333333,14,5,1.0129617040562
"BAIAP2L1","GSK591","Cytoplasm",622.809523809524,33.3333333333333,14,5,0.0534351145038168
"BAIAP2L1","GSK591","Nucleoplasm",319.761904761905,15.0666666666667,14,5,0.0469714964370546
"BAIAP2L2","DMSO","Chromatin",70.6296296296296,87.1111111111111,9,3,1.21613236814891
"BAIAP2L2","DMSO","Cytoplasm",31.8518518518519,16,9,3,0.487034949267193
"BAIAP2L2","DMSO","Nucleoplasm",18.4074074074074,6.22222222222222,9,3,0.320610687022901
"BAIAP2L2","GSK591","Chromatin",48.7037037037037,72,9,3,1.44858420268256
"BAIAP2L2","GSK591","Cytoplasm",14.8148148148148,14.2222222222222,9,3,0.899297423887588
"BAIAP2L2","GSK591","Nucleoplasm",12.8518518518519,6.88888888888889,9,3,0.497326203208556
"BAMBI","DMSO","Chromatin",414,133,3,2,0.320481927710843
"BAMBI","DMSO","Cytoplasm",330,2.66666666666667,3,2,0.0080563947633434
"BAMBI","DMSO","Nucleoplasm",425.777777777778,6.5,3,2,0.0152304087477219
"BAMBI","GSK591","Chromatin",441.777777777778,118.166666666667,3,2,0.266875784190715
"BAMBI","GSK591","Cytoplasm",342.555555555556,1.66666666666667,3,2,0.00485122897800776
"BAMBI","GSK591","Nucleoplasm",544.333333333333,7.33333333333333,3,2,0.0134474327628362
"BANF1","DMSO","Chromatin",1439.8,272.333333333333,5,3,0.189015361836017
"BANF1","DMSO","Cytoplasm",5425.86666666667,1009.77777777778,5,3,0.186070128455544
"BANF1","DMSO","Nucleoplasm",2018.73333333333,344.555555555556,5,3,0.170594577942083
"BANF1","GSK591","Chromatin",1512.2,285.888888888889,5,3,0.188930008517637
"BANF1","GSK591","Cytoplasm",5939.33333333333,1073.55555555556,5,3,0.180723116921983
"BANF1","GSK591","Nucleoplasm",2362.93333333333,404.333333333333,5,3,0.171042612594828
"BANP","DMSO","Chromatin",64.280701754386,101.583333333333,19,16,1.55610051061543
"BANP","DMSO","Cytoplasm",67.0350877192982,30.5416666666667,19,16,0.448910520887055
"BANP","DMSO","Nucleoplasm",29.3157894736842,14.3333333333333,19,16,0.472800925925926
"BANP","GSK591","Chromatin",69.1929824561404,124.3125,19,16,1.7710103724069
"BANP","GSK591","Cytoplasm",69.1754385964912,29.7708333333333,19,16,0.424234375
"BANP","GSK591","Nucleoplasm",40.4736842105263,15.625,19,16,0.376744923857868
"BAP1","DMSO","Chromatin",153.117647058824,45.5555555555556,17,3,0.295589482612383
"BAP1","DMSO","Cytoplasm",253.764705882353,2,17,3,0.00785038097437082
"BAP1","DMSO","Nucleoplasm",67.2352941176471,0.444444444444444,17,3,0.00651340996168582
"BAP1","GSK591","Chromatin",156.254901960784,52.7777777777778,17,3,0.335619285120532
"BAP1","GSK591","Cytoplasm",233.921568627451,1.44444444444444,17,3,0.0061486242105556
"BAP1","GSK591","Nucleoplasm",89.4705882352941,1.11111111111111,17,3,0.0122814622164427
"BARD1","DMSO","Chromatin",78.875,117.75,8,12,1.47417840375587
"BARD1","DMSO","Cytoplasm",62.25,48.6388888888889,8,12,0.768994290733421
"BARD1","DMSO","Nucleoplasm",33.5416666666667,17.25,8,12,0.499396863691194
"BARD1","GSK591","Chromatin",70.8333333333333,137.861111111111,8,12,1.91918020108275
"BARD1","GSK591","Cytoplasm",48.4166666666667,34.7777777777778,8,12,0.703766160764475
"BARD1","GSK591","Nucleoplasm",33.2916666666667,18.4444444444444,8,12,0.537869582827055
"BASP1","DMSO","Chromatin",4804.66666666667,1287.5,3,2,0.267912880627037
"BASP1","DMSO","Cytoplasm",16438.2222222222,1742.66666666667,3,2,0.106006637242908
"BASP1","DMSO","Nucleoplasm",5612.77777777778,500,3,2,0.0890665822183517
"BASP1","GSK591","Chromatin",4960.44444444444,1852.83333333333,3,2,0.373446352988601
"BASP1","GSK591","Cytoplasm",17584,1691.83333333333,3,2,0.0962088901525922
"BASP1","GSK591","Nucleoplasm",7269.55555555556,710.333333333333,3,2,0.0977000076411706
"BASP1-AS1","DMSO","Chromatin",43.3333333333333,275.5,1,2,6.21428571428571
"BASP1-AS1","DMSO","Cytoplasm",34.6666666666667,55.6666666666667,1,2,1.5607476635514
"BASP1-AS1","DMSO","Nucleoplasm",20.3333333333333,28.6666666666667,1,2,1.34375
"BASP1-AS1","GSK591","Chromatin",42.3333333333333,318.666666666667,1,2,7.35384615384615
"BASP1-AS1","GSK591","Cytoplasm",40.6666666666667,51.8333333333333,1,2,1.244
"BASP1-AS1","GSK591","Nucleoplasm",17.3333333333333,27.8333333333333,1,2,1.51818181818182
"BATF3","DMSO","Chromatin",61.4444444444444,103.666666666667,3,2,1.66014234875445
"BATF3","DMSO","Cytoplasm",243.777777777778,21.5,3,2,0.0878347707671357
"BATF3","DMSO","Nucleoplasm",51.1111111111111,7.83333333333333,3,2,0.150319829424307
"BATF3","GSK591","Chromatin",57,93.1666666666667,3,2,1.60632183908046
"BATF3","GSK591","Cytoplasm",188,16.8333333333333,3,2,0.0890652557319224
"BATF3","GSK591","Nucleoplasm",47.1111111111111,7.83333333333333,3,2,0.162817551963048
"BAX","DMSO","Chromatin",806.944444444444,641.972222222222,12,12,0.794574709482225
"BAX","DMSO","Cytoplasm",2396.52777777778,1379.02777777778,12,12,0.575187403691302
"BAX","DMSO","Nucleoplasm",700.138888888889,403.805555555556,12,12,0.575928053563646
"BAX","GSK591","Chromatin",1224.47222222222,1089.58333333333,12,12,0.889113040324591
"BAX","GSK591","Cytoplasm",2936.80555555556,1546.86111111111,12,12,0.526536246820662
"BAX","GSK591","Nucleoplasm",966.722222222222,519.083333333333,12,12,0.536397037717435
"BAZ1A","DMSO","Chromatin",105.576923076923,74.2,26,5,0.696210754240346
"BAZ1A","DMSO","Cytoplasm",33.6153846153846,5.86666666666667,26,5,0.169481481481481
"BAZ1A","DMSO","Nucleoplasm",47.7820512820513,7.46666666666667,26,5,0.153061760840999
"BAZ1A","GSK591","Chromatin",95.8846153846154,88.8,26,5,0.916554188169909
"BAZ1A","GSK591","Cytoplasm",52.525641025641,7.06666666666667,26,5,0.132023952095808
"BAZ1A","GSK591","Nucleoplasm",60.1282051282051,6.73333333333333,26,5,0.110151006711409
"BAZ1B","DMSO","Chromatin",402.777777777778,130.407407407407,21,9,0.322968262704091
"BAZ1B","DMSO","Cytoplasm",405.920634920635,62.4814814814815,21,9,0.153547095230665
"BAZ1B","DMSO","Nucleoplasm",192.444444444444,34.5925925925926,21,9,0.178824430403982
"BAZ1B","GSK591","Chromatin",335.84126984127,159.62962962963,21,9,0.473901638314248
"BAZ1B","GSK591","Cytoplasm",365.825396825397,72.2222222222222,21,9,0.196884465599308
"BAZ1B","GSK591","Nucleoplasm",190.809523809524,38.8888888888889,21,9,0.202747434624297
"BAZ2A","DMSO","Chromatin",167.155555555556,48.9444444444444,30,6,0.291066472842606
"BAZ2A","DMSO","Cytoplasm",166.277777777778,18.1666666666667,30,6,0.108601793424112
"BAZ2A","DMSO","Nucleoplasm",50.4666666666667,5.05555555555556,30,6,0.0982297063903281
"BAZ2A","GSK591","Chromatin",170.588888888889,65.9444444444444,30,6,0.384316518811112
"BAZ2A","GSK591","Cytoplasm",144.366666666667,14.5555555555556,30,6,0.100129939616296
"BAZ2A","GSK591","Nucleoplasm",62.9777777777778,7.66666666666667,30,6,0.119833275442862
"BAZ2B","DMSO","Chromatin",67.5757575757576,89.7777777777778,11,9,1.3091766092208
"BAZ2B","DMSO","Cytoplasm",22.2727272727273,12.5555555555556,11,9,0.539496527777778
"BAZ2B","DMSO","Nucleoplasm",22.4545454545455,6,11,9,0.255813953488372
"BAZ2B","GSK591","Chromatin",67.1515151515152,129.925925925926,11,9,1.90642754804605
"BAZ2B","GSK591","Cytoplasm",26.3939393939394,12.7407407407407,11,9,0.465093411996067
"BAZ2B","GSK591","Nucleoplasm",21.6969696969697,8.25925925925926,11,9,0.363892597537457
"BBC3","DMSO","Chromatin",64.1666666666667,95,4,6,1.45780051150895
