UniqueCount	AmbigCount
0	0
1	366
0	366
0	365
0	365
0	325
0	359
0	359
0	357
0	365
0	362
0	359
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	39
0	27
0	28
0	39
0	40
0	6
0	6
0	192
49	192
1	192
1	192
7	192
0	0
2	8
0	8
52	0
10	66
52	66
78	0
0	848
11	47
2	662
0	848
4	748
0	771
0	850
0	755
0	898
0	803
1	847
0	579
0	31
0	54
0	56
0	22
7	22
4	599
0	607
5	597
0	584
0	578
2	612
2	609
2	595
1	570
0	570
0	532
0	536
0	498
9	0
0	81
0	106
1	102
0	0
0	0
0	5
0	201
0	201
0	198
0	58
2	40
0	61
36	0
4	1
0	1
3	0
0	66
0	66
0	61
2	31
16	54
0	56
0	66
0	70
0	70
43	0
0	155
18	154
0	154
0	251
0	262
0	160
0	244
0	256
56	0
0	0
0	0
0	46
0	46
0	46
0	296
0	321
1	322
2	326
0	327
0	325
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	39
0	39
0	23
0	23
0	23
1	0
0	0
0	0
0	0
31	0
0	17
6	17
0	61
0	61
0	61
0	61
38	0
4	14
0	14
0	14
9	36
0	36
0	36
0	32
0	0
0	0
0	3
0	3
25	0
12	135
0	133
462	2
0	98
0	203
0	190
5	190
0	45
0	43
0	45
0	0
0	0
0	44
0	42
0	43
0	0
0	0
0	0
0	0
0	0
0	0
3	60
0	60
1	60
1	0
0	0
0	0
0	0
0	0
0	0
49	0
57	160
0	160
123	0
12	0
0	6963
11	6963
34	0
2	0
3	0
0	70
0	70
0	0
23	508
0	508
0	441
0	456
0	456
400	136
0	136
0	9
0	10
0	3
0	70
0	70
106	0
0	126
0	130
0	142
0	142
13	132
2	5
0	130
0	1
0	0
0	131
0	131
3	191
1	307
0	363
2	307
490	0
33	88
51	0
2	49
0	86
1	86
0	61
10	61
1264	0
0	0
0	0
0	0
0	0
86	0
60	0
0	132
1	132
132	0
0	42
12	42
2	29
0	30
8	30
0	0
0	3
0	3
0	3
0	0
0	0
6	6
0	6
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	6
0	6
0	6
0	0
0	6
0	6
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
47	0
47	0
0	20
0	20
0	20
2	20
0	0
25	0
30	0
5	287
15	286
0	391
3	330
44	0
0	22
0	58
0	58
0	63
0	332
0	372
0	385
0	345
3	134
0	0
2	45
0	45
1	600
0	600
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	221
0	221
5	221
0	0
66	0
0	125
0	121
69	120
2	124
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
60	25
0	25
51	0
35	122
9	122
5	5
0	5
1	89
0	87
0	0
43	0
0	608
59	608
13	561
185	0
0	0
0	0
0	0
3	4
1848	135
12	0
66	0
104	0
0	641
0	641
29	640
41	0
2	74
12	74
0	4
0	4
1	4
23	0
32	0
0	124
0	124
0	124
5	0
191	0
0	186
2	186
2	74
0	74
1	75
0	69
2	71
10	0
32	0
0	13
0	13
0	13
1	13
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
