UniqueCount	AmbigCount
2	0
4	2586
23	2585
0	2585
0	2606
1	2276
0	2537
1	2524
7	2519
0	2584
0	2571
0	2524
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	291
0	268
0	289
1	291
0	312
2	35
0	35
0	1117
233	1118
41	1121
24	1120
55	1117
28	0
18	50
0	50
499	2
23	525
359	525
489	0
0	5805
72	396
21	4897
0	5805
63	4936
0	5869
0	5814
0	4999
0	6340
0	5525
27	5799
0	4117
0	170
0	254
0	261
0	134
47	134
38	3819
0	3914
46	3798
22	3652
5	3536
25	3961
34	3935
29	3779
27	3497
0	4235
0	4054
0	3825
0	3644
16	0
0	647
0	746
11	676
0	0
0	0
0	11
0	791
0	791
0	776
0	379
20	292
0	384
331	0
1	13
0	13
44	0
0	361
0	361
0	288
7	170
102	254
0	261
0	361
0	301
0	301
184	0
0	1912
111	1908
0	1904
0	2536
3	2614
0	1923
0	2476
0	2557
186	0
0	0
0	0
1	448
0	448
2	448
5	2459
1	2961
1	2968
13	2992
0	3020
1	2965
0	0
8	0
0	0
0	0
0	0
0	0
22	0
1	148
0	148
0	137
0	137
11	137
4	2
0	0
0	2
0	0
164	0
1	116
21	116
0	424
0	372
1	370
16	424
256	0
16	183
0	183
0	183
93	179
0	179
0	179
0	167
4	0
0	0
0	0
0	0
186	0
25	681
0	673
3304	0
0	1285
0	2021
10	1825
72	1825
0	299
0	289
1	327
0	0
0	0
0	276
0	275
0	304
0	0
0	0
0	0
0	0
0	0
0	0
24	376
2	374
7	374
4	0
5	0
2	0
0	0
0	0
0	0
271	0
423	1503
0	1503
873	6
77	0
0	29207
74	29207
179	0
19	0
10	0
0	867
25	867
0	0
238	3257
9	3253
0	2664
0	2861
0	2857
2664	573
0	573
1	45
0	45
0	42
0	605
15	605
880	0
0	1145
6	1188
7	1010
0	1010
150	969
10	36
0	1188
0	3
0	0
5	1185
0	1185
29	1364
18	1588
0	2047
20	1586
3252	4
136	795
341	2
6	325
0	782
41	782
28	537
77	537
7345	4
0	2
0	2
0	2
0	2
456	0
302	2
0	765
5	765
817	0
2	196
47	196
14	137
0	142
64	142
0	0
0	0
0	1
0	1
0	0
0	0
27	32
4	32
0	0
0	0
0	0
0	0
0	0
1	0
5	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	51
0	51
0	51
0	5
0	50
0	50
3	50
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	0
0	0
195	2
218	0
12	101
0	101
0	75
28	75
2	0
121	0
152	0
24	1985
81	1979
0	2491
35	2058
253	2
0	335
2	447
0	447
0	486
0	2477
0	3480
0	3688
0	2669
27	2153
1	0
6	260
0	260
18	2823
0	2823
0	3
0	3
0	3
0	0
0	0
0	0
0	0
18	1377
8	1377
83	1377
0	0
452	0
0	872
0	985
421	947
25	838
0	5
0	0
0	5
0	0
0	0
0	0
0	6
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	3
500	283
0	261
349	2
117	686
